date,description,amount,category
2025-04-05,STARBUCKS STORE 03286 OAK HARBOR WA,-12.39,
2025-04-05,OAK HARBOR 497 BM OAK HARBOR WA,-32.08,
2025-04-05,STARBUCKS STORE 03286 OAK HARBOR WA,-12.06,
2025-04-08,DELLINO LAW GROUP 206-6596839 WA,-7452.97,
2025-04-11,LOVE'S #0413 INSIDE ELLENSBURG WA,-15.56,
2025-04-16,TST*GRAZIE RISTORANTE - Tukwila WA,-137.80,
2025-04-17,TST* PARIS BAGUETTE - 352 TUKWILA WA,-13.68,
2025-04-17,LA CASITA 425-3915911 WA,-33.60,
2025-04-18,OR STATE PARKS 800-5516949 OR,-25.00,
2025-04-18,OR STATE PARKS 800-5516949 OR,-35.00,
2025-04-19,Subway 10914 Florence OR,-21.49,
2025-04-19,SPYGLASS AT OTTER CREST OTTER ROCK OR,-35.99,
2025-04-20,LA CASITA 425-3915911 WA,-23.70,
2025-04-25,BURGER KING #22927 ELMA WA,-25.45,
2025-04-25,BURGER KING #22927 ELMA WA,-3.15,
2025-04-26,MCDONALD'S F13859 LONG BEACH WA,-27.50,
2025-04-26,MCDONALD'S F13859 LONG BEACH WA,-2.90,
2025-04-27,MCDONALD'S F11888 OLYMPIA WA,-23.34,
2025-04-27,MCDONALD'S F11888 OLYMPIA WA,-2.95,
2025-04-27,MCDONALD'S F11888 OLYMPIA WA,-7.87,
2025-04-27,MOD PIZZA SAMMAMISH SAMMAMISH WA,-35.76,
2025-04-29,LA CASITA 425-3915911 WA,-101.41,
2025-05-01,LA CASITA 425-3915911 WA,-24.70,
2025-05-02,AUTOMATIC PAYMENT - THANK YOU,270.78,
2025-05-02,MOD PIZZA SAMMAMISH SAMMAMISH WA,-27.85,
2025-05-03,"SQ *THE FARM STAND, LLC Oak Harbor WA",-33.35,
2025-05-03,TST*THE OTHER PLACE LLC Coupeville WA,-51.99,
2025-05-04,MOD PIZZA SAMMAMISH SAMMAMISH WA,-30.50,
