date,description,amount,category
2025-10-11,WILD GINGER - BELLEVUE BELLEVUE WA,-100.96,
2025-10-14,CAMPNAB SUBSCRIPTION VANCOUVER BC,-30.00,
2025-10-16,LA CASITA 425-3915911 WA,-24.40,
2025-10-17,TRAVEL CREDIT $300/YEAR,116.43,
2025-10-17,UBER *TRIP HELP.UBER.COM CA,-116.43,
2025-10-17,MOD PIZZA SAMMAMISH SAMMAMISH WA,-28.62,
2025-10-20,TRAVEL CREDIT $300/YEAR,183.57,
2025-10-20,Partners on Booking BV Amsterdam,-942.94,
2025-10-21,CL *Chase Travel TRIPCHRG.COM VA,-267.81,
2025-10-21,MCDONALD'S F11996 SAMMAMISH WA,-22.65,
2025-10-21,FSP*SEATACPARK 206-824-2544 WA,-124.67,
2025-10-22,GOHAENA 808-635-8370 HI,-40.00,
2025-10-22,WIFIONBOARD ALASKA 877-350-0038 IL,-8.00,
2025-10-22,HAWAIIAN AI 1737381405072 SEATTLE WA,-2464.63,
2025-10-22,SLEEPING GIANT GRILL KAPAA HI,-20.35,
2025-10-22,VAL*KAUAI SHORES HOTEL KAPAA HI,-141.56,
2025-10-22,PY *DILETTANTE MOCHA CAFE SEATAC WA,-14.22,
2025-10-23,ALASKA AIR IN FLIGHT SEATAC WA,-8.75,
2025-10-23,BURGER KING #7130 KAPAA HI,-16.64,
2025-10-24,RPNW KOKEE STATE PARK SRA WAIMEA HI,-15.00,
2025-10-24,SQ *KOKEE LODGE LLC Koke'e State HI,-42.14,
2025-10-24,GREAT WOLF LDG GRAND M CENTRALIA WA,-223.70,
2025-10-25,TST*LAVA LAVA BEACH CLUB Kapaa HI,-35.59,
2025-10-25,ISLAND COUNTRY MKTS #93 KAPAA HI,-17.57,
2025-10-26,WIFIONBOARD ALASKA 877-350-0038 IL,-8.00,
2025-10-28,MCDONALD'S F11996 SAMMAMISH WA,-6.16,
2025-11-01,REMLINGER FARM LLC CARNATION WA,-771.97,
2025-11-02,MCDONALD'S F11996 SAMMAMISH WA,-22.98,
2025-11-03,AUTOMATIC PAYMENT - THANK YOU,1101.99,
2025-11-03,QFC #5824 ISSAQUAH WA,-37.53,
2025-11-03,FSP*SEATACPARK 206-824-2544 WA,-124.67,
2025-11-03,MOD PIZZA SAMMAMISH SAMMAMISH WA,-26.64,
2025-11-04,MCDONALD'S F11996 SAMMAMISH WA,-21.46,
2025-11-05,WIFIONBOARD ALASKA 877-350-0038 IL,-8.00,
2025-11-05,WIFIONBOARD ALASKA 877-350-0038 IL,-8.00,
