date,description,amount,category
2026-01-09,SQ *SOMISOMI Bellevue WA,-12.91,
2026-01-10,NUODLE 142-53959999 WA,-44.94,
2026-01-10,COSTCO TRAVEL SEATTLE WA,-1616.29,
2026-01-10,MOD PIZZA SAMMAMISH SAMMAMISH WA,-16.62,
2026-01-11,TST*MOX BOARDING HOUSE - Bellevue WA,-41.05,
2026-01-12,COSTCO TRAVEL SEATTLE WA,-2606.55,
2026-01-13,FSP*SEATAC PARK 301-395-5459 WA,-57.58,
2026-01-14,CAMPNAB SUBSCRIPTION VANCOUVER BC,-30.00,
2026-01-14,PHO EVER LLC BELLEVUE WA,-87.11,
2026-01-16,WIFIONBOARD ALASKA 877-350-0038 IL,-8.00,
2026-01-17,NIC*CRYSTAL COVE STAT LAGUNA BEACH CA,-15.00,
2026-01-18,WIFIONBOARD ALASKA 877-350-0038 IL,-8.00,
2026-01-18,PASEA HOTEL & SPA HUNTINGTON BE CA,-619.32,
2026-01-21,Cathay Pacific Airways Li San Francisco CA,-4004.29,
2026-01-23,MCDONALD'S M4511OF WA NORTH BEND WA,-33.36,
2026-01-23,CT SUNCADIA - H LODGIN CLE ELUM WA,-805.80,
2026-01-24,SUNCADIA THE SOURCE BA 509-6496359 WA,-67.48,
2026-01-25,ALAMO TOLL 877-860-1284 AZ,-7.19,
2026-01-27,Cathay Pacific Airways Li San Francisco CA,-530.00,
2026-01-27,MCDONALD'S F11996 SAMMAMISH WA,-14.86,
2026-01-27,MCDONALD'S F11996 SAMMAMISH WA,-2.86,
2026-01-31,TST*SUPREME DUMPLINGS - Bellevue WA,-79.43,
2026-02-03,AUTOMATIC PAYMENT - THANK YOU,1717.00,
2026-02-03,MCDONALD'S F11996 SAMMAMISH WA,-26.01,
