date,description,amount,category
2024-05-07,SAMMAMISH CAFE & SPIRI 425-2421350 WA,-48.32,
2024-05-16,TST* TIPSY COW BURGER BAR Redmond WA,-66.64,
2024-05-16,1PASSWORD* TRIAL OVER TORONTO ON,-39.54,
2024-05-24,WSFERRIES-EDMONDS SEATTLE WA,-22.25,
2024-05-24,MCDONALD'S F3928 PORT ANGELES WA,-27.30,
2024-05-24,MCDONALD'S F3928 PORT ANGELES WA,-8.45,
2024-05-24,ARAMARK SOL DUC HOT SPRIN PORT ANGELES WA,-45.61,
2024-05-24,MCDONALD'S F3928 PORT ANGELES WA,-32.12,
2024-05-25,MCDONALD'S F3928 PORT ANGELES WA,-27.30,
2024-05-25,SALTY HEFFERS BURGER FORKS WA,-38.90,
2024-06-02,NETFLIX.COM NETFLIX.COM CA,-25.33,
2024-06-03,AUTOMATIC PAYMENT - THANK YOU,1129.45,
2024-06-03,SQ *SOMISOMI Bellevue WA,-17.13,
2024-06-04,NUODLE 142-53959999 WA,-29.08,
2024-06-05,SAMMAMISH CAFE & SPIRI 425-2421350 WA,-23.86,
