date,description,amount,category
2025-09-04,OR STATE PARKS 800-5516949 OR,30.00,
2025-09-04,TST*AMARONE RISTORANTE & Issaquah WA,-168.01,
2025-09-06,Payment Thank You - Web,8244.43,
2025-09-06,Returned Payment,-8244.43,
2025-09-07,MCDONALD'S F11996 SAMMAMISH WA,-10.56,
2025-09-09,Payment Thank You - 2nd Attempt,8244.43,
2025-09-14,CAMPNAB SUBSCRIPTION VANCOUVER BC,-30.00,
2025-09-17,TK NOODLE CAFE LYNNWOOD WA,-26.10,
2025-09-21,NUODLE 142-53959999 WA,-54.95,
2025-09-24,PIMIENTA BISTRO AND BAR FEDERAL WAY WA,-147.08,
2025-09-25,FEAST BUFFET RENTON WA,-55.13,
2025-09-25,SHIN SUNG RESTAURANT FEDERAL WAY WA,-50.04,
2025-09-26,UEP*SANYOUNG SURF&TURF BB BELLEVUE WA,-43.96,
2025-09-27,LA CASITA 425-3915911 WA,-24.32,
2025-09-29,MCDONALD'S F15433 ISSAQUAH WA,-18.06,
2025-09-29,MCDONALD'S F15433 ISSAQUAH WA,-2.19,
2025-09-29,MEXICUBAN RENTON WA,-128.00,
2025-09-29,SQ *AMAZONIA CAFE- ISSAQU Issaquah WA,-5.25,
2025-10-01,ANNUAL MEMBERSHIP FEE,-550.00,
2025-10-03,SPO*CHAY BELLEVUE WA,-118.34,
