date,description,amount,category
2023-11-07,QFC 5824 ISSAQUAH WA,-17.05,
2023-11-07,PP*LARISSA SOFIA SALON 206-3341858 WA,-60.00,
2023-11-08,QFC 5824 ISSAQUAH WA,-22.19,
2023-11-08,SHELL OIL 57444035406 SAMMAMISH WA,-82.21,
2023-11-10,SAMMAMISH CAFE SAMMAMISH WA,-50.04,
2023-11-10,GRUBHUB HOLDINGS INC. 877-585-1085 NY,-10.94,
2023-11-11,TRAVEL CREDIT $300/YEAR,198.58,
2023-11-11,CL *Chase Travel TRIPCHRG.COM VA,-4022.10,
2023-11-11,PILATES STUDIO 11 WWW.PILATESTU WA,-25.00,
2023-11-12,CL *Chase Travel TRIPCHRG.COM VA,2250.72,
2023-11-12,CL *Chase Travel TRIPCHRG.COM VA,-2252.01,
2023-11-12,STARBUCKS STORE 00325 SAMMAMISH WA,-4.25,
2023-11-16,SPOTHERO 844-356-8054 HTTPSSPOTHERO IL,-5.28,
2023-11-16,PILATES STUDIO 11 WWW.PILATESTU WA,-230.11,
2023-11-16,TST* CAFFE VITA - CAPITOL Seattle WA,-5.87,
2023-11-17,CHIPOTLE 0778 ISSAQUAH WA,-14.86,
2023-11-25,SAMMAMISH CAFE SAMMAMISH WA,-64.50,
2023-11-28,ADOBE *800-833-6687 ADOBE.LY/ENUS CA,-9.99,
2023-11-29,GOOGLE *FI RH57MX g.co/helppay# CA,-133.89,
2023-12-01,SUSTCHOICE-FMR ARCADIA WWW.SOLSYSTEM DC,-160.76,
2023-12-02,NETFLIX.COM NETFLIX.COM CA,-25.31,
2023-12-02,CHEVRON 0204893 SAMMAMISH WA,-50.73,
2023-12-03,SAMMAMISH CAFE SAMMAMISH WA,-48.84,
2023-12-03,SQ *JUST POKE SAMMAMISH Sammamish WA,-31.64,
2023-12-05,SP STRIDERITESHOES WWW.STRIDERIT NY,-138.06,
2023-12-06,RING MONTHLY HTTPSRING.COM CA,-8.79,
