date,description,amount,category
2025-06-07,Payment Thank You-Mobile,2000.00,
2025-06-07,SQ *BY THE BAY CAFE Sekiu WA,-40.40,
2025-06-07,SQ *LONGHOUSE CAFE FORKS WA,-33.35,
2025-06-08,SQ *QUINAULT RIVER VILLAG Amanda Park WA,-47.90,
2025-06-10,MOD PIZZA SAMMAMISH SAMMAMISH WA,-45.76,
2025-06-11,GREAT WOLF LDG GRAND M CENTRALIA WA,-327.80,
2025-06-12,Payment Thank You - Web,6564.34,
2025-06-14,MCDONALD'S F12295 MAPLE VALLEY WA,-22.06,
2025-06-14,MCDONALD'S F12295 MAPLE VALLEY WA,-2.82,
2025-06-14,GREAT WOLF LDG GRAND M CENTRALIA WA,-163.75,
2025-06-15,MCDONALD'S F12295 MAPLE VALLEY WA,-24.13,
2025-06-15,MCDONALD'S F12295 MAPLE VALLEY WA,-4.77,
2025-06-15,GREAT WOLF LDG GRAND M CENTRALIA WA,-37.06,
2025-06-17,JIMMY JOHNS - 1984 SAMMAMISH WA,-10.13,
2025-06-17,MOD PIZZA SAMMAMISH SAMMAMISH WA,-34.55,
2025-06-18,LA CASITA 425-3915911 WA,-23.90,
2025-06-19,LA CASITA 425-3915911 WA,-24.70,
2025-06-21,0834_YVR_Red_Cedar Richmond BC,-10.79,
2025-06-21,PIKE&PINE ST2275 SEATTLE WA,-16.46,
2025-06-21,YVR CHURCH'S CHICKEN RICHMOND BC,-45.51,
2025-07-06,PURCHASE INTEREST CHARGE,-19.40,
