date,description,amount,category
2024-04-06,& UBER TRIP HELP.UBER.COM CA,-12.82,
2024-04-07,& ARAMARK LAKE QUINAULT LOD QUINAULT WA,-75.05,
2024-04-08,& ARAMARK LAKE QUINAULT LOD QUINAULT WA,-84.58,
2024-04-09,& ARAMARK LAKE QUINAULT GIF PORT ANGELES WA,-24.65,
2024-04-12,& WA PARKSRESERVATIONSWEB 581484868http WA,-311.86,
2024-04-12,& SAMMAMISH CAFE & SPIRI 425-2421350 WA,-36.54,
2024-04-13,& KNOWN TRAVELER CREDIT,100.00,
2024-04-13,& 76 - EVERGREEN 76 FORKS WA,-45.57,
2024-04-13,& USCUSTOMS TRUSTEDTRAVELER 317-715-6776 IN,-100.00,
2024-04-16,& 76 - R & D ISSAQUAH CO ISSAQUAH WA,-77.78,
2024-04-17,& Partners on Booking BV Amsterdam,-189.73,
2024-04-18,& SAMMAMISH CAFE & SPIRI 425-2421350 WA,-24.86,
2024-04-21,& WA PARKSRESERVATIONSWEB OLYMPIA WA,113.54,
2024-04-24,& WA PARKSRESERVATIONSWEB OLYMPIA WA,113.54,
2024-04-26,& TST* TIPSY COW - ISSAQUAH Issaquah WA,-120.68,
2024-05-02,NETFLIX.COM NETFLIX.COM CA,-25.33,
2024-05-03,AUTOMATIC PAYMENT - THANK YOU,517.02,
