date,description,amount,category
2025-03-06,LA CASITA 425-3915911 WA,-24.32,
2025-03-07,SQ *SOMISOMI Bellevue WA,-17.91,
2025-03-08,NUODLE 142-53959999 WA,-31.93,
2025-03-09,CHIPOTLE 2270 TUKWILA WA,-34.71,
2025-03-09,AMC 0607 SOUTHCENTER 1 TUKWILA WA,-8.03,
2025-03-18,HABIT BURGER GRILL 5072 SAMMAMISH WA,-36.78,
2025-03-20,Payment Thank You - Web,321.77,
2025-03-22,BURGER KING #2411 OAK HARBOR WA,-7.83,
2025-03-22,BURGER KING #2411 OAK HARBOR WA,-27.52,
2025-03-23,TACO TIME SAMMAMISH 425-8360263 WA,-27.74,
2025-03-23,TACO TIME SAMMAMISH 425-8360263 WA,-9.12,
2025-03-25,TACO TIME SAMMAMISH 425-8360263 WA,-32.58,
2025-03-26,LA CASITA 425-3915911 WA,-24.70,
2025-04-01,MOD PIZZA SAMMAMISH SAMMAMISH WA,-25.52,
2025-04-02,HAPPY LEMON - ISSAQUAH ISSAQUAH WA,-7.92,
2025-04-02,HAPPY LEMON - ISSAQUAH ISSAQUAH WA,-9.20,
2025-04-04,REG ISSAQUAH 12 1942 ISSAQUAH WA,-21.48,
2025-04-05,YUMMY GARDEN 142-52553612 WA,-40.39,
