date,description,amount,category
2023-04-06,HABIT BURGER GRILL 5072 SAMMAMISH WA,-51.42,
2023-04-06,STARBUCKS STORE 00325 SAMMAMISH WA,-7.88,
2023-04-07,GRUBHUBMASAMEXICANKIT GRUBHUB.COM NY,-97.73,
2023-04-08,CHIPOTLE ONLINE CHIPOTLE.COM CA,-26.33,
2023-04-09,TST* Big Fish Sushi Samma Sammamish WA,-110.25,
2023-04-09,STARBUCKS STORE 19354 ISSAQUAH WA,-32.98,
2023-04-10,GRUBHUB HOLDINGS INC. 877-585-1085 NY,-10.93,
2023-04-12,PP*LARISSA SOFIA SALON 206-3341858 WA,-57.50,
2023-04-14,GRUBHUBZEEKSPIZZASAMM GRUBHUB.COM NY,-72.48,
2023-04-15,CL *Chase Travel TRIPCHRG.COM VA,6444.42,
2023-04-19,GRUBHUBMASAMEXICANKIT GRUBHUB.COM NY,-63.77,
2023-04-21,ROYAL KITCHEN SEAFOOD RES BELLEVUE WA,-72.55,
2023-04-22,HABIT BURGER GRILL 5072 SAMMAMISH WA,-41.10,
2023-04-23,SAMMAMISH CAFE SAMMAMISH WA,-81.68,
2023-04-28,SAMMAMISH CAFE SAMMAMISH WA,-49.45,
2023-04-30,SAMMAMISH CAFE SAMMAMISH WA,-70.75,
2023-05-02,PAPA JOHN'S #2773 425-836-2332 WA,-44.69,
2023-05-03,AUTOMATIC PAYMENT - THANK YOU,5295.49,
2023-05-05,GRUBHUBMASAMEXICANKIT GRUBHUB.COM NY,-78.77,
2023-05-05,SNACK* VINASON PHO KIT 120-36845156 CA,-39.03,
