date,description,amount,category
2025-07-07,WEIXIN Happy Valley ShenZhen,-9.77,
2025-07-07,WEIXIN Happy Valley ShenZhen,-4.19,
2025-07-07,WEIXIN*Shenzhen Kuaiwe Shenzhen,-2.07,
2025-07-08,WEIXIN*Shenzhen Kuaiwe Shenzhen,-2.23,
2025-07-10,WEIXIN*Haiwang Yi Dian Shenzhen,-11.56,
2025-07-10,WEIXIN*Haiwang Yi Dian Shenzhen,-5.54,
2025-07-12,2410202_HKG1WOMG6W524 Hong Kong,-4.59,
2025-07-12,WIFIONBOARD AIR CANADA 877-350-0038 BC,-22.53,
2025-07-13,TIM HORTONS #8396 RICHMOND BC,-13.94,
2025-07-13,TIM HORTONS #8396 RICHMOND BC,-4.14,
2025-07-14,MOD PIZZA SAMMAMISH SAMMAMISH WA,-24.43,
2025-07-14,MOD PIZZA SAMMAMISH SAMMAMISH WA,-2.19,
2025-07-15,TACO TIME SAMMAMISH 425-8360263 WA,-32.56,
2025-07-16,TRADER JOE S #138 ISSAQUAH WA,-13.17,
2025-07-19,LA CASITA 425-3915911 WA,-24.32,
2025-07-20,COSTCO TRAVEL SEATTLE WA,-3312.02,
2025-07-24,LA CASITA 425-3915911 WA,-38.40,
2025-07-25,SAMMAMISH CAFE & SPIRI 425-2421350 WA,-78.00,
2025-07-26,SQ *PUDDIN'CAKZ Renton WA,-25.76,
2025-07-26,SQ *HANSEN'S MINI DONUTS cannon beach OR,-7.72,
2025-07-26,SQ *KAIROS ICE CREAM Renton WA,-16.42,
2025-07-27,MOD PIZZA SAMMAMISH SAMMAMISH WA,-25.31,
2025-07-30,ALASKA AIR SEATTLE WA,-35.00,
2025-07-31,WIFIONBOARD ALASKA 877-350-0038 IL,-8.00,
2025-07-31,TST*LAVA LAVA BEACH CLUB Kapaa HI,-56.11,
2025-08-02,SQ *SLEEPING GIANT GRILL KAPAA HI,-46.93,
2025-08-02,HUI O LAKA KEKAHA HI,-5.00,
2025-08-02,SQ *KOKEE LODGE LLC Koke'e State HI,-43.01,
2025-08-02,SQ *KAUAI SHORES HOTEL SU Kapaa HI,-5.24,
2025-08-02,TST*LAVA LAVA BEACH CLUB Kapaa HI,-42.95,
2025-08-02,RPNW KOKEE STATE PARK SRA WAIMEA HI,-15.00,
2025-08-03,AUTOMATIC PAYMENT - THANK YOU,935.24,
2025-08-03,TST*LAVA LAVA BEACH CLUB Kapaa HI,-34.36,
2025-08-03,TST*LAVA LAVA BEACH CLUB Kapaa HI,-5.24,
2025-08-03,SQ *JAVA KAI KAPAA Kapaa HI,-4.85,
2025-08-03,SHAKALAFEL KAPAA HI,-30.96,
2025-08-04,SQ *SLEEPING GIANT GRILL KAPAA HI,-28.89,
2025-08-04,TST*LAVA LAVA BEACH CLUB Kapaa HI,-34.36,
2025-08-05,SQ *SLEEPING GIANT GRILL KAPAA HI,-27.63,
2025-08-05,TST*LAVA LAVA BEACH CLUB Kapaa HI,-24.94,
2025-08-06,Payment Thank You - Automated Phone,1490.77,
