date,description,amount,category
2023-06-06,PETCO COM 00069880 858-4537845 CA,-83.46,
2023-06-07,NETFLIX.COM NETFLIX.COM CA,-22.01,
2023-06-07,REGAL AIRPORT HOTEL-FO HONG KONG,-379.82,
2023-06-08,JAL PAC USD IRVINE CA,-18.80,
2023-06-08,JAL PAC USD IRVINE CA,-18.80,
2023-06-08,NARITA AIRPORT CHIBA,-12.51,
2023-06-08,NARITA AIRPORT CHIBA,-6.76,
2023-06-08,LOT C SEATAC INVESTMENTS SEATAC WA,-373.19,
2023-06-09,GRUBHUBTHEHABITBURGER GRUBHUB.COM NY,-68.44,
2023-06-10,GRUBHUB HOLDINGS INC. 877-585-1085 NY,-10.94,
2023-06-11,SAMMAMISH CAFE SAMMAMISH WA,-65.48,
2023-06-12,GRUBHUBMASAMEXICANKIT GRUBHUB.COM NY,-85.45,
2023-06-13,TAOBAO.COM 408-7855580 CA,-21.26,
2023-06-15,SAMMAMISH CAFE SAMMAMISH WA,-51.04,
2023-06-15,METROPOLITAN MARKET SAMMAMISH WA,-4.16,
2023-06-16,PILATES STUDIO 11 WWW.PILATESTU WA,-19.82,
2023-06-17,TAOBAO.COM 408-7855580 CA,-1.42,
2023-06-17,TAOBAO.COM 408-7855580 CA,-1.66,
2023-06-17,MACKY DIM SUM RESTAURANT ISSAQUAH WA,-64.40,
2023-06-18,TAOBAO.COM 408-7855580 CA,-11.82,
2023-06-18,SQ *ISSAQUAH ICE CREAM TR Issaquah WA,-7.00,
2023-06-18,PETCO COM 00069880 858-4537845 CA,-125.02,
2023-06-19,PILATES STUDIO 11 WWW.PILATESTU WA,-10.00,
2023-06-23,DELTA AIR 0062122096518 DELTA.COM CA,-387.80,
2023-06-23,DELTA AIR 0062122096517 DELTA.COM CA,-387.80,
2023-06-23,DELTA AIR 0062122096521 DELTA.COM CA,-387.80,
2023-06-23,DELTA AIR 0062122096520 DELTA.COM CA,-387.80,
2023-06-23,DELTA AIR 0062122096519 DELTA.COM CA,-387.80,
2023-06-24,AIRBNB HMJ559CH33 AIRBNB.COM CA,-313.19,
2023-06-24,wechatpay Shenzhen,-6.96,
2023-06-25,SAMMAMISH CAFE SAMMAMISH WA,-69.93,
2023-06-25,TAOBAO.COM 408-7855580 CA,-3.21,
2023-06-26,CHIPOTLE 3490 BELLEVUE WA,-13.16,
2023-06-28,CHEVRON 0308073 SAMMAMISH WA,-78.46,
2023-06-28,PILATES STUDIO 11 WWW.PILATESTU WA,-10.00,
2023-06-28,ADOBE *800-833-6687 ADOBE.LY/ENUS CA,-9.99,
2023-06-28,CRAZY MONK HOTPOT SEATTLE WA,-46.25,
2023-06-29,GOOGLE *FI 9KB3GD g.co/helppay# CA,-146.22,
2023-06-29,CHARLOTTE & BAR 206-8008110 WA,-25.14,
2023-06-30,SQ *VICTORIA GARCIA gosq.com WA,-429.24,
2023-06-30,GRUBHUBMASAMEXICANKIT GRUBHUB.COM NY,-74.34,
2023-06-30,LOTTE HOTEL SEATTLE CARNATION WA,-630.46,
2023-07-01,PILATES STUDIO 11 WWW.PILATESTU WA,-274.15,
2023-07-01,SAMMAMISH CAFE SAMMAMISH WA,-65.57,
2023-07-01,PILATES STUDIO 11 WWW.PILATESTU WA,-10.00,
2023-07-01,PILATES STUDIO 11 WWW.PILATESTU WA,-10.00,
2023-07-01,wechatpay Shenzhen,-13.78,
2023-07-02,NETFLIX.COM NETFLIX.COM CA,-22.01,
2023-07-03,AUTOMATIC PAYMENT - THANK YOU,1779.45,
2023-07-03,JOHNNY'S BURGER STOP STANWOOD WA,-38.42,
2023-07-03,76 - R & D ISSAQUAH CO ISSAQUAH WA,-55.05,
2023-07-04,STARBUCKS STORE 13776 OAK HARBOR WA,-21.89,
2023-07-04,STARBUCKS STORE 13776 OAK HARBOR WA,-4.31,
2023-07-04,STARBUCKS STORE 13776 OAK HARBOR WA,-5.31,
2023-07-04,APPLEBEES OAK 11211521 OAK HARBOR WA,-83.24,
2023-07-06,RING MONTHLY HTTPSRING.COM CA,-8.79,
