date,description,amount,category
2023-09-09,SAMMAMISH CAFE SAMMAMISH WA,-68.28,
2023-09-10,& GRUBHUB HOLDINGS INC. 877-585-1085 NY,-10.94,
2023-09-10,STARBUCKS STORE 00325 SAMMAMISH WA,-4.25,
2023-09-11,TST* The Dearborn Tavern Chicago IL,-37.29,
2023-09-11,DELTA 0064104345488 800-221-1212 GA,-10.00,
2023-09-12,UBER TRIP HELP.UBER.COM CA,-57.68,
2023-09-12,TST* The Dearborn Tavern Chicago IL,-46.12,
2023-09-13,SQ *TINY TAPP & CAFE Chicago IL,-38.24,
2023-09-14,FSP*MASTERPARK LOT C SEATAC WA,-75.07,
2023-09-14,I LOVE CHICAGO (O'HARE) CHICAGO IL,-77.23,
2023-09-14,THE ALLEGRO ROYAL SONE CHICAGO IL,-1000.26,
2023-09-15,UBER TRIP HELP.UBER.COM CA,-54.80,
2023-09-15,SAMMAMISH CAFE SAMMAMISH WA,-48.73,
2023-09-16,SQ *JUST POKE SAMMAMISH Sammamish WA,-22.78,
2023-09-16,PILATES STUDIO 11 WWW.PILATESTU WA,-10.00,
2023-09-16,HABIT BURGER GRILL 5072 SAMMAMISH WA,-29.70,
2023-09-16,METROPOLITAN MARKET SAMMAMISH WA,-55.85,
2023-09-19,CHEVRON 0308073 SAMMAMISH WA,-60.53,
2023-09-19,WA PARKSRESERVATIONSWEB http:// WA,-33.00,
2023-09-22,SAMMAMISH CAFE SAMMAMISH WA,-53.31,
2023-09-23,WA PARKSRESERVATIONSWEB http:// WA,-82.00,
2023-09-25,PILATES STUDIO 11 WWW.PILATESTU WA,-10.00,
2023-09-26,WA PARKSRESERVATIONSWEB OLYMPIA WA,12.00,
2023-09-27,RECREATION.GOV 877-444-6777 NM,-20.00,
2023-09-27,SAMMAMISH CAFE SAMMAMISH WA,-46.89,
2023-09-27,WA PARKSRESERVATIONSWEB http:// WA,-38.00,
2023-09-28,ADOBE *800-833-6687 ADOBE.LY/ENUS CA,-9.99,
2023-09-29,GOOGLE *FI XFxTNN g.co/helppay# CA,-124.10,
2023-09-30,PILATES STUDIO 11 WWW.PILATESTU WA,-10.00,
2023-10-01,PILATES STUDIO 11 WWW.PILATESTU WA,-307.18,
2023-10-01,ANNUAL MEMBERSHIP FEE,-550.00,
2023-10-01,ANNUAL MEMBERSHIP FEE,-75.00,
2023-10-02,NETFLIX.COM NETFLIX.COM CA,-22.01,
2023-10-03,AUTOMATIC PAYMENT - THANK YOU,6085.00,
2023-10-04,PILATES STUDIO 11 WWW.PILATESTU WA,-10.00,
2023-10-06,RING MONTHLY HTTPSRING.COM CA,-8.79,
