date,description,amount,category
2024-01-06,& RING MONTHLY HTTPSRING.COM CA,-8.79,
2024-01-07,& TAOBAO.COM 408-7855580 CA,-3.01,
2024-01-07,& MOD PIZZA BELLEVUE BELLEVUE WA,-54.04,
2024-01-10,& GRUBHUB HOLDINGS INC. 877-585-1085 NY,-10.94,
2024-01-10,& 76 - R & D ISSAQUAH CO ISSAQUAH WA,-59.07,
2024-01-11,& BRAGANZA TEA TUKWILA WA,-12.22,
2024-01-12,& SUSTCHOICE-FMR ARCADIA WWW.SOLSYSTEM DC,-181.25,
2024-01-13,& PRESSED JUICERY - BELLEVU BELLEVUE WA,-7.65,
2024-01-13,& CSC SERVICEWORK SAMMAMISH WA,-2.00,
2024-01-13,& SHELL OIL 57444035406 SAMMAMISH WA,-3.62,
2024-01-14,& ALASKA AIR 0272358138311 SEATTLE WA,-324.26,
2024-01-14,& JERSEY MIKES 18018 TUKWILA WA,-1.20,
2024-01-14,& ALASKA AIR 0272358138313 SEATTLE WA,-324.27,
2024-01-14,& ALASKA AIR 0272358138315 SEATTLE WA,-324.27,
2024-01-15,& PHILLIPS 66 - URBAN MARKE BELLINGHAM WA,-42.18,
2024-01-15,& MCDONALD'S F17336 FERNDALE WA,-13.13,
2024-01-15,& STARBUCKS STORE 03290 BELLINGHAM WA,-8.18,
2024-01-16,& PILATES STUDIO 11 WWW.PILATESTU WA,-230.11,
2024-01-18,& GRUBHUBGARLICCRUSH GRUBHUB.COM NY,-28.00,
2024-01-19,& STARBUCKS STORE 00375 ISSAQUAH WA,-8.10,
2024-01-19,& UBER TRIP HELP.UBER.COM CA,-31.00,
2024-01-19,& TST* FARZI CAFE BELLEVUE Bellevue WA,-45.54,
2024-01-19,& HABIT BURGER GRILL 5024 ISSAQUAH WA,-24.74,
2024-01-20,& JIMMY JOHNS - 1984 SAMMAMISH WA,-20.59,
2024-01-20,& STARBUCKS STORE 00325 SAMMAMISH WA,-4.25,
2024-01-20,& SQUARE LOTUS BELLEVUE WA,-100.08,
2024-01-21,& UBER TRIP HELP.UBER.COM CA,-32.10,
2024-01-21,& GRUBHUBGARLICCRUSH GRUBHUB.COM NY,-13.39,
2024-01-21,& SAFEWAY #1528 NORTH BEND WA,-10.89,
2024-01-23,& HABIT BURGER GRILL 5024 ISSAQUAH WA,-30.74,
2024-01-25,& RING MONTHLY HTTPSRING.COM CA,2.39,
2024-01-25,& RING PROTECT PLUS YR HTTPSRING.COM CA,-110.10,
2024-01-25,& CHEVRON 0308073 SAMMAMISH WA,-63.20,
2024-01-26,& TST* TERRA PLATA Seattle WA,-50.00,
2024-01-27,& TST* NEW MEXICO TAMALE CO Bellingham WA,-38.20,
2024-01-28,& ADOBE *800-833-6687 800-833-6687 CA,-9.99,
2024-01-28,& STARBUCKS STORE 03290 BELLINGHAM WA,-8.51,
2024-01-29,& GOOGLE *FI W5R3JJ g.co/helppay# CA,-96.24,
2024-01-30,76 - R & D ISSAQUAH CO ISSAQUAH WA,-64.81,
2024-01-31,AVIS RENT-A-CAR KANSAS CITY MO,-79.38,
2024-02-02,AUTOMATIC PAYMENT - THANK YOU,10960.17,
2024-02-02,Netflix.com netflix.com CA,-25.31,
