date,description,amount,category
2024-12-02,NETFLIX.COM NETFLIX.COM CA,25.33,
2024-12-07,TST*SUPREME DUMPLINGS - Bellevue WA,-35.26,
2024-12-10,MOD PIZZA SAMMAMISH SAMMAMISH WA,-31.24,
2024-12-14,SQ *SOMISOMI Bellevue WA,-23.26,
2024-12-14,MOD PIZZA SAMMAMISH SAMMAMISH WA,-23.76,
2024-12-15,NUODLE 142-53959999 WA,-57.52,
2024-12-18,LA CASITA 425-3915911 WA,-24.70,
2024-12-20,LA CASITA 425-3915911 WA,-24.40,
2024-12-21,SAMMAMISH CAFE & SPIRI 425-2421350 WA,-37.35,
2024-12-21,HUDSON ST 1479 SEATAC WA,-4.18,
2024-12-23,TASA MENG CORPORATION 002 TAOYUAN CITY,-16.27,
2024-12-24,RECREATION.GOV 877-444-6777 NM,-90.00,
2025-01-03,AUTOMATIC PAYMENT - THANK YOU,1000.00,
2025-01-04,HABIT BURGER GRILL 5072 SAMMAMISH WA,-19.03,
2025-01-06,PURCHASE INTEREST CHARGE,-135.71,
