date,description,amount,category
2024-02-10,& GRUBHUB HOLDINGS INC. 877-585-1085 NY,-10.94,
2024-02-14,SUSTCHOICE-FMR ARCADIA WWW.SOLSYSTEM DC,-275.48,
2024-02-16,PILATES STUDIO 11 WWW.PILATESTU WA,-230.11,
2024-02-18,AIRBNB HM9JNMJ39X AIRBNB.COM CA,-138.48,
2024-02-20,CL *Chase Travel TRIPCHRG.COM VA,-5266.09,
2024-02-24,TST* CIAO Coupeville WA,-74.07,
2024-02-24,123 THAI FOOD #2 OAK HARBOR WA,-44.83,
2024-02-26,Payment Thank You - Web,8500.52,
2024-02-28,ADOBE *800-833-6687 800-833-6687 CA,-9.99,
2024-03-02,NETFLIX.COM NETFLIX.COM CA,-25.31,
2024-03-05,SAMMAMISH CAFE & SPIRI 425-2421350 WA,-48.23,
