date,description,amount,category
2025-08-05,RPNW KOKEE STATE PARK SRA WAIMEA HI,-15.00,
2025-08-06,TST*LAVA LAVA BEACH CLUB Kapaa HI,-32.43,
2025-08-06,SQ *SLEEPING GIANT GRILL KAPAA HI,-28.89,
2025-08-07,BKG*HOTEL AT BOOKING.C 147-036-3250 NY,-806.89,
2025-08-07,BKG*BOOKING.COM FLIGHT 188-885-0395 NY,-473.40,
2025-08-07,TST*LAVA LAVA BEACH CLUB Kapaa HI,-82.22,
2025-08-07,ISLAND COUNTRY MKTS #93 KAPAA HI,-84.65,
2025-08-08,BKG*HOTEL AT BOOKING.C 888-850-3958 NY,690.47,
2025-08-08,SHELL OIL 10010233004 KAPAA HI,-57.43,
2025-08-08,STARBUCKS LIH LIHUE HI,-19.37,
2025-08-08,LA CASITA 425-3915911 WA,-15.50,
2025-08-09,HAWAIIAN AI 1734211506644 HONOLULU HI,-35.00,
2025-08-09,SAMMAMISH CAFE & SPIRI 425-2421350 WA,-32.00,
2025-08-10,SAMMAMISH CAFE & SPIRI 425-2421350 WA,-55.50,
2025-08-10,COSTCO TRAVEL SEATTLE WA,-1694.77,
2025-08-11,SEA BAD EGG 6951118 TUKWILA WA,-13.21,
2025-08-11,ALASKA AIR SEATTLE WA,-35.00,
2025-08-12,LAZY DOG RESTAURANT 12 SAN DIEGO CA,-35.54,
2025-08-13,FATHOM BISTRO BAIT TACK SAN DIEGO CA,-22.93,
2025-08-13,TST*POINT BREAK San Diego CA,-15.27,
2025-08-14,SQ *CECILIA'S TAQUERIA San Diego CA,-20.76,
2025-08-14,SQ *PURE SAN DIEGO CA,-15.23,
2025-08-15,CABRILLO NATIONAL MONUM SAN DIEGO CA,-80.00,
2025-08-15,ALASKA AIR SEATTLE WA,-35.00,
2025-08-15,UBER *TRIP HELP.UBER.COM CA,-14.96,
2025-08-16,KONA KAI RESORT & SPA SAN DIEGO CA,-143.30,
2025-08-16,LA CASITA 425-3915911 WA,-24.32,
2025-08-19,LA CASITA 425-3915911 WA,-55.30,
2025-08-20,WOOREE BAHNJEOM FEDERAL WAY WA,-78.02,
2025-08-20,CAFE SPOT FEDERAL WAY WA,-19.01,
2025-08-21,Legoland California 760-9185346 CA,-282.00,
2025-08-21,COSTCO TRAVEL SEATTLE WA,-2574.13,
2025-08-22,MOD PIZZA SAMMAMISH SAMMAMISH WA,-24.70,
2025-08-23,UBER *TRIP 8005928996 CA,7.60,
2025-08-23,UBER *TRIP HELP.UBER.COM CA,-7.60,
2025-08-23,CAFFE D'ARTE SEATTLE WA,-68.27,
2025-08-23,ALASKA AIR SEATTLE WA,-35.00,
2025-08-24,CTLP*INNOVATIVE FOTO SALEM NH,-8.00,
2025-08-24,CTLP*INNOVATIVE FOTO SALEM NH,-3.00,
2025-08-24,UBER *TRIP HELP.UBER.COM CA,-121.09,
2025-08-24,FRONT ENTRY CART SAN DIEGO CA,-55.92,
2025-08-24,ZOO TICKETS AND TOURS SAN DIEGO CA,-208.00,
2025-08-24,SD ZOO SAFARI KITCHEN SAN DIEGO CA,-8.39,
2025-08-24,SAN DIEGO ZOO SAN DIEGO CA,-42.00,
2025-08-24,91129-JUNGLE JAVA SAN DIEGO CA,-5.38,
2025-08-24,5GUYS 0533 QSR SAN DIEGO CA,-53.23,
2025-08-24,THE BRIDGE SAN DIEGO CA,-31.20,
2025-08-25,MCDONALD'S F15396 SAN DIEGO CA,-23.65,
2025-08-25,HBLeisure Vista CA,-3.00,
2025-08-25,HBLeisure Vista CA,-3.00,
2025-08-25,LEGOLAND California Carlsbad CA,-35.00,
2025-08-25,LEGOLAND-GAMES CARLSBAD CA,-5.00,
2025-08-25,AMK LEGOLAND CA TP CARLSBAD CA,-30.48,
2025-08-25,SHELL OIL10087441019 SAN DIEGO CA,-17.38,
2025-08-25,AMK LEGOLAND CA TP CARLSBAD CA,-31.66,
2025-08-26,Legoland California LLC Carlsbad CA,-17.22,
2025-08-26,Legoland California LLC Carlsbad CA,-10.75,
2025-08-26,Legoland California LLC Carlsbad CA,-13.95,
2025-08-26,SQ *LANDINI'S PIZZERIA SAN DIEGO CA,-22.62,
2025-08-26,RALPHS FUEL # 1212 SAN DIEGO CA,-6.50,
2025-08-26,MCDONALD'S F15396 SAN DIEGO CA,-21.18,
2025-08-26,SQ *CECILIA'S TAQUERIA San Diego CA,-22.00,
2025-08-26,GAQGIFT* USS MIDWAY ST 185-82226001 GA,-26.00,
2025-08-26,SQ *OLALA CREPES San diego CA,-14.40,
2025-08-26,ACE PARKING LOT 1075 SAN DIEGO CA,-10.00,
2025-08-26,USS MIDWAY MUSEUM SAN DIEGO CA,-20.00,
2025-08-26,USS MIDWAY MUSEUM SAN DIEGO CA,-20.00,
2025-08-27,WIFIONBOARD ALASKA 877-350-0038 IL,-8.00,
2025-08-27,KONA KAI RESORT & SPA SAN DIEGO CA,-90.00,
2025-08-27,LA CASITA 425-3915911 WA,-24.40,
2025-08-27,ALASKA AIR SEATTLE WA,-35.00,
2025-08-30,SQ *FAMOUS KITCHEN ???? Issaquah WA,-65.80,
2025-08-31,SQ *SOUND & FOG Seattle WA,-5.41,
2025-08-31,SQ *SOUND & FOG Seattle WA,-8.28,
2025-08-31,OR STATE PARKS 800-5516949 OR,-70.00,
2025-09-02,MCDONALD'S F11996 SAMMAMISH WA,-14.94,
2025-09-03,AUTOMATIC PAYMENT - THANK YOU,1940.49,
