date,description,amount,category
2024-09-07,SQ *KAURS KITCHEN Tukwila WA,-39.06,
2024-09-07,SAMMAMISH CAFE & SPIRI 425-2421350 WA,-50.00,
2024-09-08,SQ *CREPES/ BLINCHIKI/ RA Mukilteo WA,-13.05,
2024-09-08,IRISHMAN ENTERPRISES EDGEWOOD WA,-27.38,
2024-09-08,SQ *LITTLE JAMIE'S MINI D EVERETT WA,-22.50,
2024-09-08,TST*TAPPED PUBLIC HOUSE Mukilteo WA,-20.58,
2024-09-09,QFC #5824 ISSAQUAH WA,-38.28,
2024-09-11,TST*DOUGH ZONE - ISSAQUA Issaquah WA,-49.27,
2024-09-13,TST*OLD MILL CAFE Leavenworth WA,-22.31,
2024-09-13,76 - SUNSET BEBAWI PET REDMOND WA,-41.29,
2024-09-14,SAMMAMISH CAFE & SPIRI 425-2421350 WA,-31.94,
2024-09-20,SAMMAMISH CAFE & SPIRI 425-2421350 WA,-55.33,
2024-09-21,OR STATE PARKS 800-5516949 OR,-66.00,
2024-09-21,SQ *SOMISOMI Bellevue WA,-19.05,
2024-09-21,OR STATE PARKS 800-5516949 OR,-31.00,
2024-09-22,NUODLE 142-53959999 WA,-37.96,
2024-09-22,MOD PIZZA SAMMAMISH SAMMAMISH WA,-28.58,
2024-09-22,TST*DOUGH ZONE - REDMOND Redmond WA,-29.85,
2024-09-26,SQ *MACGREGOR'S OF CANNON Cannon Beach OR,-34.45,
2024-09-27,SCREAMIN CHICKEN DINER GASTON OR,-35.00,
2024-09-28,SAMMAMISH CAFE & SPIRI 425-2421350 WA,-30.94,
2024-10-01,ANNUAL MEMBERSHIP FEE,-550.00,
2024-10-02,Netflix 1 8445052993 CA,-25.33,
2024-10-03,AUTOMATIC PAYMENT - THANK YOU,1848.38,
2024-10-03,LACASITA SAMMAMISH WA,-44.80,
2024-10-04,DAIRY QUEEN #45370 SAMMAMISH WA,-10.33,
2024-10-04,SAMMAMISH CAFE & SPIRI 425-2421350 WA,-52.62,
