date,description,amount,category
2023-07-06,CHEVRON 0308073 SAMMAMISH WA,-81.04,
2023-07-06,STARBUCKS STORE 00352 KIRKLAND WA,-13.46,
2023-07-07,PILATES STUDIO 11 WWW.PILATESTU WA,-10.00,
2023-07-07,SQ *JUST POKE SAMMAMISH Sammamish WA,-18.98,
2023-07-08,PILATES STUDIO 11 WWW.PILATESTU WA,-10.00,
2023-07-09,GRUBHUBJUSTPOKEISSAQU GRUBHUB.COM NY,-36.10,
2023-07-10,GRUBHUB HOLDINGS INC. 877-585-1085 NY,-10.94,
2023-07-10,B&H PHOTO 800-606-6969 800-2215743 NY,-187.17,
2023-07-12,CYPRESS COFFEE COMPANY LL WOODINVILLE WA,-11.56,
2023-07-12,CYPRESS COFFEE COMPANY LL WOODINVILLE WA,-4.20,
2023-07-12,HABIT BURGER GRILL 5072 SAMMAMISH WA,-34.81,
2023-07-14,PILATES STUDIO 11 WWW.PILATESTU WA,-10.00,
2023-07-15,GRUBHUBJUSTPOKEISSAQU GRUBHUB.COM NY,-63.24,
2023-07-16,76 - R & D ISSAQUAH CO ISSAQUAH WA,-83.00,
2023-07-18,SHELL OIL 57444035406 SAMMAMISH WA,-77.04,
2023-07-18,PETCO COM 00069880 858-4537845 CA,-125.18,
2023-07-19,SQ *JUST POKE DOWNTOWN BE Bellevue WA,-45.55,
2023-07-19,SHARETEA BELLEVUE WA,-6.56,
2023-07-19,SHARETEA BELLEVUE WA,-9.18,
2023-07-19,HABIT BURGER GRILL 5024 ISSAQUAH WA,-52.88,
2023-07-19,ACE PARKING 3277 BELLEVUE WA,-8.00,
2023-07-20,SAMMAMISH CAFE SAMMAMISH WA,-55.12,
2023-07-23,PILATES STUDIO 11 WWW.PILATESTU WA,-10.00,
2023-07-23,SAMMAMISH CAFE SAMMAMISH WA,-70.21,
2023-07-23,2GC@WPZ SEATTLE WA,-7.72,
2023-07-23,2GC@WPZ SEATTLE WA,-10.00,
2023-07-23,2GC@WPZ SEATTLE WA,-9.00,
2023-07-25,SQ *VICTORIA GARCIA gosq.com WA,-352.09,
2023-07-25,DELTA AIR 0062130006610 DALLAS TX,-512.80,
2023-07-26,PP*LARISSA SOFIA SALON 206-3341858 WA,-55.00,
2023-07-26,STARBUCKS STORE 00325 SAMMAMISH WA,-51.27,
2023-07-27,AIRBNB HMJ559CH33 AIRBNB.COM CA,-1252.76,
2023-07-27,SAFEWAY FUEL3006 ISSAQUAH WA,-72.50,
2023-07-27,SBUX SWEDISH ISSAQUAH ISSAQUAH WA,-2.92,
2023-07-28,JIMMY JOHNS - 1983 ISSAQUAH WA,-20.59,
2023-07-28,ADOBE *800-833-6687 ADOBE.LY/ENUS CA,-9.99,
2023-07-29,GOOGLE *FI TF5F9S g.co/helppay# CA,-123.84,
2023-08-01,RECREATION.GOV 877-444-6777 NM,-2.00,
2023-08-01,PILATES STUDIO 11 WWW.PILATESTU WA,-274.15,
2023-08-01,GRUBHUBJUSTPOKEBELLEV GRUBHUB.COM NY,-27.53,
2023-08-02,NETFLIX.COM NETFLIX.COM CA,-22.01,
2023-08-03,AUTOMATIC PAYMENT - THANK YOU,5871.33,
2023-08-03,WILDFIN AMERICAN GRILL 425-4270127 WA,-134.72,
2023-08-03,TST* Bai Tong Thai Food T Bellevue WA,-13.54,
2023-08-03,TST* Bai Tong Thai Food T Bellevue WA,-5.51,
2023-08-03,"SQ *PATCHY'S ENTERPRISES, Issaquah WA",-8.00,
2023-08-03,"SQ *PATCHY'S ENTERPRISES, Issaquah WA",-8.00,
2023-08-05,SQ *VICTORIA GARCIA gosq.com WA,-330.00,
2023-08-05,PILATES STUDIO 11 WWW.PILATESTU WA,-10.00,
2023-08-06,RING MONTHLY HTTPSRING.COM CA,-8.79,
