date,description,amount,category
2024-07-05,AIRBNB HMWQN9KYEH AIRBNB.COM CA,-1083.12,
2024-07-05,SAMMAMISH CAFE & SPIRI 425-2421350 WA,-52.67,
2024-07-06,SEA CAP FD HALL CA10 1454 TUKWILA WA,-21.60,
2024-07-06,SEA CAP FD HALL CA10 1454 TUKWILA WA,-4.17,
2024-07-06,SEA CAP FD HALL CA10 1454 TUKWILA WA,-26.95,
2024-07-12,BOW VALLEY TRANSIT SER BANFF AB,-20.61,
2024-07-20,HOMELESS-AIR CHEK LAP KOK,-9.99,
2024-07-20,PHO( FOODIUM GARDEN BR ) INCHEON,-6.87,
2024-07-27,SAMMAMISH CAFE & SPIRI 425-2421350 WA,-52.00,
2024-08-02,AUTOMATIC PAYMENT - THANK YOU,681.69,
2024-08-02,NETFLIX.COM NETFLIX.COM CA,-25.33,
