date,description,amount,category
2025-05-07,LA CASITA 425-3915911 WA,-24.70,
2025-05-08,LA CASITA 425-3915911 WA,-24.70,
2025-05-09,LA CASITA 425-3915911 WA,-38.70,
2025-05-12,STARBUCKS STORE 13009 BELLEVUE WA,-5.35,
2025-05-16,1PASSWORD TORONTO ON,-39.54,
2025-05-17,SAMMAMISH CAFE & SPIRI 425-2421350 WA,-73.69,
2025-05-20,MOD PIZZA SAMMAMISH SAMMAMISH WA,-30.50,
2025-05-21,LA CASITA 425-3915911 WA,-40.10,
2025-05-24,HUNTER CREEK BAR AND G 541-2476100 OR,-30.50,
2025-05-28,BORI 131-27305592 IL,-106.77,
2025-05-29,MOD PIZZA SAMMAMISH SAMMAMISH WA,-42.70,
2025-05-31,SQ *SOMISOMI Bellevue WA,-26.87,
2025-05-31,JIMMY JOHNS - 1984 SAMMAMISH WA,-7.70,
2025-05-31,MOD PIZZA SAMMAMISH SAMMAMISH WA,-20.67,
2025-06-01,TACO TIME SAMMAMISH 425-8360263 WA,-39.52,
2025-06-01,NUODLE 142-53959999 WA,-58.59,
2025-06-03,AUTOMATIC PAYMENT - THANK YOU,500.00,
2025-06-03,MOD PIZZA SAMMAMISH SAMMAMISH WA,-32.43,
2025-06-04,LA CASITA 425-3915911 WA,-24.70,
2025-06-06,PURCHASE INTEREST CHARGE,-146.57,
