date,description,amount,category
2024-09-07,AMAZON MKTPL*ZT3YZ2DL0 Amzn.com/bill WA,-8.78,
2024-09-07,AMAZON MKTPL*ZT4H73SX0 Amzn.com/bill WA,-41.31,
2024-09-08,AMAZON MKTPL*ZT4XO0RZ0 Amzn.com/bill WA,-220.38,
2024-09-09,Amazon.com*Z87686E12 Amzn.com/bill WA,-229.74,
2024-09-11,Amazon.com*Z88Y440X0 Amzn.com/bill WA,-24.59,
2024-09-11,Amazon Digit*QR9F49843 888-802-3080 WA,-18.72,
2024-09-11,AMAZON MKTPL*ZR47971W3 Amzn.com/bill WA,-29.90,
2024-09-13,Amazon.com*DX6832I13 Amzn.com/bill WA,-37.45,
2024-09-13,AMAZON MKTPL*GE3V71PN3 Amzn.com/bill WA,-22.04,
2024-09-13,Amazon.com*YG8KF2EX3 Amzn.com/bill WA,-21.93,
2024-09-14,Kindle Svcs*8O99O02J3 888-802-3080 WA,-16.52,
2024-09-14,AMAZON MKTPL*9N88E8EZ3 Amzn.com/bill WA,-30.84,
2024-09-15,AMAZON MKTPL*E18L947H3 Amzn.com/bill WA,-13.21,
2024-09-15,AMAZON MKTPL*UN4BA8ZS3 Amzn.com/bill WA,-29.90,
2024-09-16,AMAZON MKTPL*R48H00CE3 Amzn.com/bill WA,-33.05,
2024-09-16,AMAZON MKTPL*PT4B29253 Amzn.com/bill WA,-29.90,
2024-09-17,Amazon.com*5289X99U3 Amzn.com/bill WA,-20.91,
2024-09-19,AMAZON MKTPL*BC8CM63U3 Amzn.com/bill WA,-56.34,
2024-09-21,AMAZON MKTPL*6G0H71FO3 Amzn.com/bill WA,-32.98,
2024-09-22,AMAZON MKTPL*8B07G8683 Amzn.com/bill WA,-64.72,
2024-09-23,AMAZON MKTPL*FC41O8HP3 Amzn.com/bill WA,-21.98,
2024-09-23,AMAZON MKTPL*NI3MT4BI3 Amzn.com/bill WA,-24.23,
2024-09-23,AMZN Mktp US*5R0LB4QQ3 Amzn.com/bill WA,-47.76,
2024-09-23,AMAZON MKTPL*J53P32BY3 Amzn.com/bill WA,-13.21,
2024-09-23,AMAZON MKTPL*VY7U554J3 Amzn.com/bill WA,-11.01,
2024-09-24,AMAZON MKTPL*QV5GV1863 Amzn.com/bill WA,-9.91,
2024-09-26,AMZN Mktp US*CC7Y74QF3 Amzn.com/bill WA,-38.35,
2024-09-26,AMAZON MKTPL*DS5GL4SA3 Amzn.com/bill WA,-21.93,
2024-09-27,Amazon Kids+*LV8V917M3 888-802-3080 WA,-6.60,
2024-09-30,AMAZON MKTPL*X85M24I03 Amzn.com/bill WA,-13.21,
2024-10-02,Amazon.com*RO0UD1203 Amzn.com/bill WA,-16.88,
2024-10-03,AUTOMATIC PAYMENT - THANK YOU,5735.71,
