date,description,amount,category
2023-09-08,Amazon.com*TR4ER24J0 Amzn.com/bill WA,-24.20,
2023-09-11,Amazon.com*TR2FV0VJ0 Amzn.com/bill WA,-25.21,
2023-09-11,Amazon Music*TR84F1570 888-802-3080 WA,-17.60,
2023-09-12,Amazon.com*TR5RC4D10 Amzn.com/bill WA,-7.67,
2023-09-16,AMZ*The Washington P help@washpost DC,-4.00,
2023-09-17,Amazon.com*TX4BV9V32 Amzn.com/bill WA,-166.67,
2023-09-19,Amazon.com*TX1508QW0 Amzn.com/bill WA,-25.31,
2023-09-19,AMZN Mktp US*TX4PC9912 Amzn.com/bill WA,-23.99,
2023-09-21,AMZN Mktp US*TX2IB8PJ1 Amzn.com/bill WA,-6.33,
2023-09-22,AMZN Mktp US*T120W5402 Amzn.com/bill WA,-49.29,
2023-09-23,Amazon.com*T18LC3MV2 Amzn.com/bill WA,-27.76,
2023-09-24,AMZN Mktp US*T12BT7AM0 Amzn.com/bill WA,-20.79,
2023-09-26,Amazon.com*T12HP6MG0 Amzn.com/bill WA,-28.05,
2023-09-27,AMZN Mktp US*T91J574A2 Amzn.com/bill WA,-30.84,
2023-09-27,Amazon Music*T99IW44A2 888-802-3080 WA,-18.71,
2023-09-28,Kindle Svcs*T10C192J0 888-802-3080 WA,-17.60,
2023-09-29,AMZN Mktp US*T140P0W60 Amzn.com/bill WA,-27.99,
2023-09-29,Kindle Svcs*T18UL2BH1 888-802-3080 WA,-22.01,
2023-09-30,Audible*T90RR2LF0 Amzn.com/bill NJ,-8.75,
2023-09-30,Amazon.com*T12WL5QY1 Amzn.com/bill WA,-12.63,
2023-09-30,Amazon.com*T99I15BW2 Amzn.com/bill WA,-25.52,
2023-10-01,Amazon Groce*T97574J10 Amzn.com/bill WA,-111.87,
2023-10-02,Amazon Tips*T92EM6KD2 Amzn.com/bill WA,-7.00,
2023-10-03,AUTOMATIC PAYMENT - THANK YOU,1043.99,
2023-10-03,AMZN Mktp US*T98TZ4WH2 Amzn.com/bill WA,-49.88,
2023-10-05,Kindle Svcs*T97C501C1 888-802-3080 WA,-15.84,
2023-10-05,Amazon.com*T905Q4YA0 Amzn.com/bill WA,-32.14,
