date,description,amount,category
2022-12-06,AMZN Mktp US*HB0HT4G63 Amzn.com/bill WA,-9.88,
2022-12-06,AMZN Mktp US*1F6JP1593 Amzn.com/bill WA,-6.91,
2022-12-08,Amazon.com*OK9JF5MT3 Amzn.com/bill WA,-14.72,
2022-12-08,AMZN Mktp US*2Q33970L3 Amzn.com/bill WA,-17.60,
2022-12-09,Amazon.com*1J44N7DX3 Amzn.com/bill WA,-21.43,
2022-12-09,Amazon.com*JC45P3EH3 Amzn.com/bill WA,-154.65,
2022-12-09,Amazon.com*N77D75LK3 Amzn.com/bill WA,-15.68,
2022-12-10,AMZ*The Washington P help@washpost DC,-4.00,
2022-12-11,Amazon Music*1S3AM6U13 888-802-3080 WA,-17.60,
2022-12-11,Amazon.com*I36ZX89G3 Amzn.com/bill WA,-38.52,
2022-12-17,AMZN Mktp US*X132O9743 Amzn.com/bill WA,-209.52,
2022-12-18,Amazon.com*4C5FH2WQ3 Amzn.com/bill WA,-9.90,
2022-12-18,Amazon.com*1U2C18U13 Amzn.com/bill WA,-28.73,
2022-12-18,Kindle Unltd*6S6ZD8S03 888-802-3080 WA,-11.00,
2022-12-19,AMZN Mktp US*1D2RA9DA3 Amzn.com/bill WA,-8.80,
2022-12-19,Amazon.com*MR4XM2X93 Amzn.com/bill WA,-38.54,
2022-12-20,AMZN Mktp US*HX3P31F03 Amzn.com/bill WA,-37.35,
2022-12-22,Amazon.com*7E3G46ZR3 Amzn.com/bill WA,-55.02,
2022-12-22,Amazon.com*W68YQ3X93 Amzn.com/bill WA,-27.50,
2022-12-23,Amazon.com*MS4GK9E43 Amzn.com/bill WA,-49.53,
2022-12-24,Amazon.com*YT6K02D63 Amzn.com/bill WA,-16.38,
2022-12-27,Amazon Music*3591W4993 888-802-3080 WA,-17.60,
2022-12-27,Amazon.com*JC0J207K3 Amzn.com/bill WA,-8.80,
2022-12-27,Amazon.com*BL0Q78OF3 Amzn.com/bill WA,-68.03,
2022-12-28,AMZN Mktp US*YN08Y1UC3 Amzn.com/bill WA,-16.72,
2022-12-28,Amazon.com*BK43P1OP3 Amzn.com/bill WA,-9.71,
2022-12-28,AMZN Mktp US*FE5H58EV3 Amzn.com/bill WA,-4.18,
2022-12-29,AMZN Mktp US*ZS3PA1H43 Amzn.com/bill WA,-40.09,
2023-01-02,Amazon.com*MR63L8313 Amzn.com/bill WA,-10.86,
2023-01-03,AUTOMATIC PAYMENT - THANK YOU,2504.87,
2023-01-03,Amazon.com*RZ83M4E43 Amzn.com/bill WA,-20.24,
2023-01-04,AMZN Mktp US*7Z03N3BZ3 Amzn.com/bill WA,-9.89,
2023-01-04,Amazon.com*2M7JA3SP3 Amzn.com/bill WA,-14.64,
2023-01-05,AMZN Mktp US*FK69L7VE3 Amzn.com/bill WA,-25.27,
2023-01-05,AMZN Mktp US*YM6KZ0O23 Amzn.com/bill WA,-14.70,
2023-01-05,AMZN Mktp US*8P69T2XA3 Amzn.com/bill WA,-13.20,
2023-01-05,Amazon.com*7K13G6MP3 Amzn.com/bill WA,-33.00,
2023-01-05,Amazon.com*AL2V03G73 Amzn.com/bill WA,-8.48,
2023-01-06,AMZN Mktp US*Z524O79K3 Amzn.com/bill WA,-8.80,
