date,description,amount,category
2025-03-07,Amazon.com*WG16X2M03 Amzn.com/bill WA,-15.39,
2025-03-10,Amazon.com*RZ6HU66W3 Amzn.com/bill WA,-19.13,
2025-03-12,AMAZON MKTPL*SJ0RJ8V73 Amzn.com/bill WA,-63.90,
2025-03-17,Amazon.com*A532X3NF3 Amzn.com/bill WA,-6.45,
2025-03-20,Payment Thank You - Web,310.26,
2025-03-21,AMZ*Woot LLC support@woot. TX,-6.77,
2025-03-24,Amazon.com*NN10R3X53 Amzn.com/bill WA,-30.56,
2025-03-25,AMAZON MKTPL*PW3JL63I3 Amzn.com/bill WA,-7.70,
2025-03-25,AMAZON MKTPL*LB8Q67TH3 Amzn.com/bill WA,-26.40,
2025-03-31,Kindle Svcs*098XV6B13 888-802-3080 WA,-14.77,
2025-04-05,AMAZON MKTPL*572W52783 Amzn.com/bill WA,-16.52,
