date,description,amount,category
2025-12-05,AMAZON MKTPL*BI6PJ4KT2 Amzn.com/bill WA,-9.91,
2025-12-06,AMAZON MKTPL*BI4GF2DX1 Amzn.com/bill WA,-23.98,
2025-12-06,Amazon.com*BI3BM65Q0 Amzn.com/bill WA,-7.44,
2025-12-06,Amazon.com*BI1U80MD0 Amzn.com/bill WA,-16.44,
2025-12-06,Amazon.com*BW3C87OV2 Amzn.com/bill WA,-35.28,
2025-12-06,Amazon.com*BI57B4MP0 Amzn.com/bill WA,-13.21,
2025-12-10,Amazon.com Amzn.com/bill WA,13.21,
2025-12-11,Amazon.com*ZJ23V1C03 Amzn.com/bill WA,-17.22,
2025-12-12,Amazon.com*LT5464H93 Amzn.com/bill WA,-7.44,
2025-12-13,Audible*0R8CP80X3 Amzn.com/bill NJ,-6.17,
2025-12-13,AMAZON MKTPL*7878N31X3 Amzn.com/bill WA,-17.60,
2025-12-15,Amazon.com*C75P40V03 Amzn.com/bill WA,-13.21,
2025-12-15,AMAZON MKTPL*T39VV0PW3 Amzn.com/bill WA,-33.70,
2025-12-23,AMAZON MKTPL*GT93G5NR3 Amzn.com/bill WA,-47.39,
2025-12-23,AMAZON MKTPL*ZL47N4373 Amzn.com/bill WA,-112.22,
2025-12-28,Kindle Svcs*3L15Z0W23 888-802-3080 WA,-7.70,
2025-12-29,Kindle Svcs*3I3JQ66G3 888-802-3080 WA,-11.01,
2025-12-30,AMAZON MKTPL*CH4AL8MN3 Amzn.com/bill WA,-66.11,
2026-01-02,AUTOMATIC PAYMENT - THANK YOU,1538.97,
2026-01-04,AMAZON MKTPL*E445E9SC3 Amzn.com/bill WA,-24.25,
2026-01-04,Audible*1C0UT7UK3 Amzn.com/bill NJ,-18.75,
