date,description,amount,category
2023-01-07,AMZ*The Washington P help@washpost DC,-4.00,
2023-01-08,AMZN Mktp US*9Y9C32MR3 Amzn.com/bill WA,-19.99,
2023-01-09,Amazon.com*3V52A2QF3 Amzn.com/bill WA,-28.02,
2023-01-09,Amazon.com*XY8ZV1TJ3 Amzn.com/bill WA,-10.70,
2023-01-09,Amazon.com*Y389H5QN3 Amzn.com/bill WA,-146.50,
2023-01-09,Amazon.com*QL9RQ2HF3 Amzn.com/bill WA,-7.89,
2023-01-09,Amazon.com*DX7NJ5JW3 Amzn.com/bill WA,-25.25,
2023-01-10,Amazon Groce*DU9EC3AT3 Amzn.com/bill WA,-119.55,
2023-01-11,Amazon Tips*016509NX3 Amzn.com/bill WA,-7.00,
2023-01-11,Amazon Music*EL8GA9PX3 888-802-3080 WA,-17.60,
2023-01-12,Amazon.com*R61PH4F13 Amzn.com/bill WA,-41.09,
2023-01-12,Amazon.com*YU4M32GS3 Amzn.com/bill WA,-18.28,
2023-01-13,AMZN Mktp US*E94A450R3 Amzn.com/bill WA,-22.12,
2023-01-15,Amazon Groce*FP5YL7XB3 Amzn.com/bill WA,-85.86,
2023-01-15,AMZN Mktp US*NZ6LA2V73 Amzn.com/bill WA,-24.34,
2023-01-15,Amazon.com*1U5IY2NS3 Amzn.com/bill WA,-14.29,
2023-01-16,Amazon Tips*A835Y27C3 Amzn.com/bill WA,-7.00,
2023-01-17,AMZN Mktp US*2X7D93DE3 Amzn.com/bill WA,-20.37,
2023-01-17,Amazon.com*W17K47313 Amzn.com/bill WA,-11.99,
2023-01-17,AMZN Mktp US*H017Q2EH3 Amzn.com/bill WA,-52.44,
2023-01-19,Amazon.com*NC3JN7OG3 Amzn.com/bill WA,-60.45,
2023-01-20,Amazon.com*3X4PC67Q3 Amzn.com/bill WA,-12.10,
2023-01-21,AMZN Mktp US*0J5IS1QJ3 Amzn.com/bill WA,-25.44,
2023-01-21,Amazon.com*EF83K9BN3 Amzn.com/bill WA,-14.30,
2023-01-21,AMZN Mktp US*XE7TT9X53 Amzn.com/bill WA,-44.03,
2023-01-22,Kindle Svcs*CY68F1RY3 888-802-3080 WA,-11.00,
2023-01-23,AMZN Mktp US*L226K6C23 Amzn.com/bill WA,-67.04,
2023-01-23,Amazon.com*TK0FC4TN3 Amzn.com/bill WA,-22.49,
2023-01-25,AMZN Mktp US*RA2CV4V13 Amzn.com/bill WA,-32.85,
2023-01-25,AMZN Mktp US*E50A31Z73 Amzn.com/bill WA,-44.03,
2023-01-26,Amazon.com*0L0YI1853 Amzn.com/bill WA,-13.55,
2023-01-26,Amazon.com*Y822E5KN3 Amzn.com/bill WA,-30.76,
2023-01-26,Amazon.com*SK2L32513 Amzn.com/bill WA,-19.80,
2023-01-26,AMZN Mktp US*O02109DU3 Amzn.com/bill WA,-37.67,
2023-01-27,Amazon Music*T14IV3PV3 888-802-3080 WA,-17.60,
2023-01-28,Amazon Groce*N23BN5KT3 Amzn.com/bill WA,-50.51,
2023-01-29,AMZN Mktp US*OZ7UB0J73 Amzn.com/bill WA,-14.29,
2023-01-30,Amazon Groce*WY8190BT3 Amzn.com/bill WA,-112.12,
2023-01-30,AMZN Mktp US*KT6J95763 Amzn.com/bill WA,-60.43,
2023-01-31,Amazon Tips*BR4A92DE3 Amzn.com/bill WA,-7.00,
2023-02-03,AUTOMATIC PAYMENT - THANK YOU,1117.47,
2023-02-03,Amazon Groce*Y294W9CO3 Amzn.com/bill WA,-37.96,
2023-02-04,AMZ*The Washington P help@washpost DC,-4.00,
2023-02-04,Amazon Groce*AH7AK8MK3 Amzn.com/bill WA,-169.47,
2023-02-05,Amazon.com*U123D2PB3 Amzn.com/bill WA,-35.30,
2023-02-05,Amazon Tips*XP2UP6H63 Amzn.com/bill WA,-10.00,
2023-02-05,AMZN Mktp US*BB11G2133 Amzn.com/bill WA,-39.98,
2023-02-05,Amazon.com*9L2DI4A33 Amzn.com/bill WA,-13.16,
2023-02-05,AMZN Mktp US*H28506GF3 Amzn.com/bill WA,-12.35,
2023-02-06,Amazon.com*A42BA5NH3 Amzn.com/bill WA,-18.16,
