date,description,amount,category
2024-03-06,AMZN Mktp US*RN7KZ53K2 Amzn.com/bill WA,-126.56,
2024-03-09,Amazon.com*RN88A4SX2 Amzn.com/bill WA,-59.65,
2024-03-10,Amazon Tips*RN8C331L1 Amzn.com/bill WA,-1.00,
2024-03-10,AMZN Mktp US*R62O94MR0 Amzn.com/bill WA,-40.37,
2024-03-11,Amazon Music*R62WQ0QR0 888-802-3080 WA,-18.71,
2024-03-16,AMZN Mktp US*R65R11UM2 Amzn.com/bill WA,-616.55,
2024-03-17,AMZN Mktp US*R60IP7RE2 Amzn.com/bill WA,-37.42,
2024-03-21,Amazon.com*RH6RH8Q82 Amzn.com/bill WA,-329.97,
2024-03-21,Amazon.com*R68FW4UR1 Amzn.com/bill WA,-21.57,
2024-03-24,Amazon.com*RA0RZ5VF0 Amzn.com/bill WA,-75.26,
2024-03-25,Amazon Tips*RA4977NV2 Amzn.com/bill WA,-1.00,
2024-03-27,Amazon Kids+*RA1F37M62 888-802-3080 WA,-5.49,
2024-03-28,AMZN Mktp US*RH3OX3YQ1 Amzn.com/bill WA,-149.66,
2024-03-29,AMZN Mktp US*RA43F3JV1 Amzn.com/bill WA,-506.45,
2024-04-03,AUTOMATIC PAYMENT - THANK YOU,1130.63,
2024-04-04,AMAZON PRIME*7U2C43GV3 888-802-3080 WA,-14.31,
2024-04-04,AMZN Mktp US*JD60E20T3 Amzn.com/bill WA,-26.05,
