date,description,amount,category
2025-02-08,Amazon.com*RP2J47MY3 Amzn.com/bill WA,-30.24,
2025-02-08,AMAZON MKTPL*QU5YG44E3 Amzn.com/bill WA,-30.80,
2025-02-25,Amazon.com*2N3DE4P13 Amzn.com/bill WA,-27.54,
2025-02-27,Amazon.com*JY2LD0K93 Amzn.com/bill WA,-12.11,
2025-02-28,AMAZON MKTPL*LF9FB5RO3 Amzn.com/bill WA,-10.14,
2025-02-28,Amazon.com*RS2905VD3 Amzn.com/bill WA,-8.27,
2025-02-28,AMAZON MKTPL*G45XI4YW3 Amzn.com/bill WA,-35.69,
2025-03-01,AMAZON MKTPL*4I0FD8PW3 Amzn.com/bill WA,-8.79,
2025-03-03,AUTOMATIC PAYMENT - THANK YOU,439.70,
2025-03-03,AMAZON MKTPL*MQ52V50Q3 Amzn.com/bill WA,-14.31,
2025-03-04,Audible*C860G70F3 Amzn.com/bill NJ,-18.73,
2025-03-04,AMAZON MKTPL*JI60Y7CF3 Amzn.com/bill WA,-8.77,
