date,description,amount,category
2024-01-06,AMZ*The Washington P help@washpost DC,-12.00,
2024-01-06,Amazon.com*RT28Q0CX0 Amzn.com/bill WA,-18.82,
2024-01-06,Amazon.com*RT1275CR0 Amzn.com/bill WA,-30.82,
2024-01-07,Amazon.com*TK18Y8M32 Amzn.com/bill WA,-166.67,
2024-01-07,AMZN Mktp US*RT6SO9FX0 Amzn.com/bill WA,-36.66,
2024-01-07,AMZN Mktp US*TK7VM8BR2 Amzn.com/bill WA,-30.82,
2024-01-08,Amazon.com*RT4OL3TI0 Amzn.com/bill WA,-129.47,
2024-01-09,AMZN Mktp US*TK8UX7QN1 Amzn.com/bill WA,-66.06,
2024-01-09,AMZN Mktp US*RT1N29PF0 Amzn.com/bill WA,-71.07,
2024-01-09,Kindle Unltd 888-802-3080 WA,-131.99,
2024-01-09,Amazon.com*RT8430VZ0 Amzn.com/bill WA,-75.48,
2024-01-10,Amazon Tips*RT6LP5FN2 Amzn.com/bill WA,-1.00,
2024-01-11,AMZN Mktp US*RT26O0LB2 Amzn.com/bill WA,-27.51,
2024-01-11,Amazon Music*RT83747D0 888-802-3080 WA,-18.71,
2024-01-12,Audible*RT2144112 Amzn.com/bill NJ,-12.13,
2024-01-12,Kindle Svcs*RT7FJ4JA1 888-802-3080 WA,-11.00,
2024-01-15,AMZN Mktp US*RT3OP8521 Amzn.com/bill WA,-660.54,
2024-01-17,Prime Video *R81U00LA2 888-802-3080 WA,-22.01,
2024-01-18,AMZN Digital*R883I5NN2 888-802-3080 WA,-31.93,
2024-01-18,AMZN Mktp US*R86OX33I2 Amzn.com/bill WA,-25.00,
2024-01-19,AMZN Mktp US*R851G9FV1 Amzn.com/bill WA,-10.98,
2024-01-19,Amazon.com*R821J2Z61 Amzn.com/bill WA,-208.09,
2024-01-21,AMZN Mktp US*R80FN1HD2 Amzn.com/bill WA,-72.93,
2024-01-23,AMZN Mktp US*R87RA4KR1 Amzn.com/bill WA,-42.91,
2024-01-23,AMZN Mktp US*R00Q99550 Amzn.com/bill WA,-17.60,
2024-01-24,AMZN Mktp US*R08C77OT2 Amzn.com/bill WA,-17.18,
2024-01-25,Kindle Svcs*R077T0240 888-802-3080 WA,-49.41,
2024-01-26,AMZN Mktp US*R03AB4RN0 Amzn.com/bill WA,-18.16,
2024-01-26,Amazon Music*R26PU5CA0 888-802-3080 WA,-18.71,
2024-01-27,AMZN Mktp US*R29FH7FM0 Amzn.com/bill WA,-13.13,
2024-01-27,Amazon Kids+*R00228A81 888-802-3080 WA,-5.49,
2024-01-29,Prime Video *R09YY1IV2 888-802-3080 WA,-4.39,
2024-02-01,AMZN Mktp US*R23R39SR0 Amzn.com/bill WA,-79.99,
2024-02-02,AUTOMATIC PAYMENT - THANK YOU,1332.55,
2024-02-03,AMZ*The Washington P help@washpost DC,-12.00,
