date,description,amount,category
2025-11-15,Amazon.com*B80IM8PT2 Amzn.com/bill WA,-66.11,
2025-11-15,Audible*B82D62S90 Amzn.com/bill NJ,-3.47,
2025-11-16,AMAZON MKTPL*B82JA7MG2 Amzn.com/bill WA,-9.91,
2025-11-16,Amazon.com*B84832901 Amzn.com/bill WA,-9.47,
2025-11-16,Amazon.com*B838339E1 Amzn.com/bill WA,-11.46,
2025-11-17,Amazon.com*B89HJ9S72 Amzn.com/bill WA,-77.10,
2025-11-17,AMAZON MKTPL*B87FQ6R30 Amzn.com/bill WA,-9.91,
2025-11-18,Kindle Svcs*B05112ZM0 888-802-3080 WA,-6.60,
2025-11-18,Kindle Svcs*B02UC6FI2 888-802-3080 WA,-6.60,
2025-11-20,AMAZON MKTPL*B06NN25P1 Amzn.com/bill WA,-8.80,
2025-11-21,AMAZON MKTPL*B09DS6SB2 Amzn.com/bill WA,-110.19,
2025-11-22,AMAZON MKTPL*B20KC7CJ1 Amzn.com/bill WA,-129.62,
2025-11-23,AMAZON MKTPL*B22YF4OW1 Amzn.com/bill WA,-16.53,
2025-11-24,Amazon.com*B23K97JW1 Amzn.com/bill WA,-14.65,
2025-11-25,Amazon.com*B22PP4X21 Amzn.com/bill WA,-16.52,
2025-11-26,Amazon.com*B28CT7DB1 Amzn.com/bill WA,-7.71,
2025-11-26,Amazon.com*B24U91G60 Amzn.com/bill WA,-21.80,
2025-11-26,Amazon.com*B29YE9DQ1 Amzn.com/bill WA,-7.35,
2025-11-26,AMAZON MKTPL*B28A41U52 Amzn.com/bill WA,-28.65,
2025-11-26,AMAZON MKTPL*B253059W1 Amzn.com/bill WA,-13.18,
2025-11-27,AMAZON MKTPL*B23BZ4YP2 Amzn.com/bill WA,-17.38,
2025-11-30,Amazon.com*BB1SL2FV0 Amzn.com/bill WA,-350.44,
2025-11-30,AMAZON MKTPL*BB7R49MY2 Amzn.com/bill WA,-16.53,
2025-11-30,AMAZON MKTPL*BB0DR25T2 Amzn.com/bill WA,-13.74,
2025-11-30,AMAZON MKTPL*BB5XT3FN0 Amzn.com/bill WA,-15.91,
2025-11-30,AMAZON MKTPL*BB2WW41I1 Amzn.com/bill WA,-23.63,
2025-12-01,AMAZON MKTPL*BB2G93SV2 Amzn.com/bill WA,-269.37,
2025-12-01,AMAZON MKTPL*BB3PR2SQ2 Amzn.com/bill WA,-87.27,
2025-12-01,Amazon.com*BB1FJ5GO0 Amzn.com/bill WA,-20.60,
2025-12-01,AMAZON MKTPL*BB9W257S2 Amzn.com/bill WA,-26.44,
2025-12-03,AUTOMATIC PAYMENT - THANK YOU,1548.39,
2025-12-03,AMAZON MKTPL*BI1VV7FJ1 Amzn.com/bill WA,-16.52,
2025-12-03,AMAZON MKTPL*BB01G0I20 Amzn.com/bill WA,-46.28,
2025-12-04,AMAZON MKTPL*BI1TP7DF2 Amzn.com/bill WA,-28.38,
2025-12-04,Amazon.com*BB8HF3W30 Amzn.com/bill WA,-44.06,
