date,description,amount,category
2025-01-08,AMAZON MKTPL*ZD3H15GD0 Amzn.com/bill WA,-15.86,
2025-01-12,AMAZON MKTPL*ZD57B6RX0 Amzn.com/bill WA,-31.35,
2025-01-14,AMAZON MKTPL*ZG8B133N2 Amzn.com/bill WA,-132.18,
2025-01-17,AMZN Mktp US*Z50W474G1 Amzn.com/bill WA,-116.40,
2025-01-20,AMAZON MKTPL*ZC2FI9ZT2 Amzn.com/bill WA,-26.40,
2025-01-22,Amazon.com*ZG1CT5880 Amzn.com/bill WA,-18.72,
2025-01-22,AMAZON MKTPL*ZG7OJ98P0 Amzn.com/bill WA,-19.99,
2025-01-27,AMAZON MKTPL*ZG3NS9QI1 Amzn.com/bill WA,-8.80,
2025-01-29,AMAZON MKTPL*Z70Q25GX2 Amzn.com/bill WA,-19.82,
2025-01-29,Amazon.com*ZC3Q73C11 Amzn.com/bill WA,-9.76,
2025-02-02,AMAZON MKTPL*ZC8IX36Y1 Amzn.com/bill WA,-22.80,
2025-02-03,AUTOMATIC PAYMENT - THANK YOU,904.65,
2025-02-04,Kindle Svcs*5B1C64DM3 888-802-3080 WA,-17.62,
