date,description,amount,category
2024-10-06,Amazon.com*T90YM1093 Amzn.com/bill WA,-39.06,
2024-10-08,AMAZON MKTPL*UL94G5JW3 Amzn.com/bill WA,-34.64,
2024-10-09,AMAZON MKTPL*QW7TW6R23 Amzn.com/bill WA,-15.86,
2024-10-09,Amazon.com*YA0EW3TY3 Amzn.com/bill WA,-17.06,
2024-10-09,AMAZON MKTPL*3A4R374M3 Amzn.com/bill WA,-95.26,
2024-10-09,AMAZON MKTPL*EO1CV6693 Amzn.com/bill WA,-17.19,
2024-10-10,AMAZON MKTPL*FI13F9LL3 Amzn.com/bill WA,-46.26,
2024-10-10,Amazon.com*V10QS9PN3 Amzn.com/bill WA,-39.66,
2024-10-11,Amazon Music*A23687ES3 888-802-3080 WA,-18.72,
2024-10-12,AMAZON MKTPL*K67HZ8IC3 Amzn.com/bill WA,-8.80,
2024-10-13,Amazon.com*3R2461JZ3 Amzn.com/bill WA,-14.94,
2024-10-14,AMZN Mktp US*TH2GO4G33 Amzn.com/bill WA,-762.49,
2024-10-14,AMZN Mktp US*1F0WE60B3 Amzn.com/bill WA,-31.95,
2024-10-14,AMAZON MKTPL*OK88L98M3 Amzn.com/bill WA,-5.50,
2024-10-15,AMZN Mktp US*I32W59DX3 Amzn.com/bill WA,-19.82,
2024-10-15,Amazon.com*ZW87S1I61 Amzn.com/bill WA,-2.76,
2024-10-15,AMAZON MKTPL*8F74P4TQ3 Amzn.com/bill WA,-25.00,
2024-10-18,AMAZON MKTPL*YP2U525F3 Amzn.com/bill WA,-42.97,
2024-10-21,AMAZON MKTPL*001FU8813 Amzn.com/bill WA,-16.52,
2024-10-22,AMAZON MKTPL*WS6EW4463 Amzn.com/bill WA,-8.80,
2024-10-22,AMAZON MKTPL*HP92Q6BP3 Amzn.com/bill WA,-29.90,
2024-10-25,AMAZON MKTPL*KA5J04OX3 Amzn.com/bill WA,-29.74,
2024-10-25,AMAZON MKTPL*WJ6LA5FP3 Amzn.com/bill WA,-9.91,
2024-10-25,Amazon.com*ZX7LB79D3 Amzn.com/bill WA,-25.38,
2024-10-26,Amazon.com*3N0OL3LV3 Amzn.com/bill WA,-14.31,
2024-10-27,Amazon Kids+*4V3LZ3SU3 888-802-3080 WA,-6.60,
2024-11-03,AUTOMATIC PAYMENT - THANK YOU,1208.81,
2024-11-03,AMAZON MKTPL*5L2ND5XN3 Amzn.com/bill WA,-29.90,
2024-11-04,Amazon.com*KX89X5323 Amzn.com/bill WA,-21.98,
2024-11-05,AMAZON MKTPL*514DA7UT3 Amzn.com/bill WA,-15.86,
