date,description,amount,category
2023-10-06,AMZN Mktp US*TE40991C2 Amzn.com/bill WA,-3.63,
2023-10-07,AMZN Mktp US*TE4PD63M0 Amzn.com/bill WA,-68.26,
2023-10-09,Amazon.com*TE0OP18I0 Amzn.com/bill WA,-26.66,
2023-10-09,AMZN Mktp US*TE8907SJ2 Amzn.com/bill WA,-20.37,
2023-10-09,Amazon.com*TE0FR9OR1 Amzn.com/bill WA,-166.67,
2023-10-10,Amazon.com*TE9SN8840 Amzn.com/bill WA,-40.27,
2023-10-11,AMZN Mktp US*TE0NK0061 Amzn.com/bill WA,-32.42,
2023-10-11,AMZN Mktp US*TE81Y4W40 Amzn.com/bill WA,-29.83,
2023-10-11,Amazon Music*TE3HO3WA2 888-802-3080 WA,-18.71,
2023-10-12,AMZN Mktp US*TE7WG9V41 Amzn.com/bill WA,-17.91,
2023-10-12,AMZN Mktp US*TP1S22OH2 Amzn.com/bill WA,-15.37,
2023-10-12,AMZN Mktp US*TE7SD9B71 Amzn.com/bill WA,-42.26,
2023-10-12,Amazon.com*TE9S08BK1 Amzn.com/bill WA,-23.59,
2023-10-13,Kindle Svcs*TP5K75T80 888-802-3080 WA,-48.43,
2023-10-13,Amazon.com*TP5G29GS0 Amzn.com/bill WA,-9.58,
2023-10-13,AMZN Mktp US*TP72X5JG2 Amzn.com/bill WA,-23.10,
2023-10-14,AMZN Mktp US*TE21E5IT1 Amzn.com/bill WA,-44.03,
2023-10-14,AMZ*The Washington P help@washpost DC,-4.00,
2023-10-15,AMZN Mktp US*TP1LF06O0 Amzn.com/bill WA,-15.38,
2023-10-15,AMZN Mktp US*TP8FQ9640 Amzn.com/bill WA,-48.42,
2023-10-15,AMZN Mktp US*TP3FJ8LR1 Amzn.com/bill WA,-70.57,
2023-10-16,Kindle Svcs*TP4Y74BE2 888-802-3080 WA,-48.43,
2023-10-16,Amazon.com*TP5436UE0 Amzn.com/bill WA,-34.56,
2023-10-18,AMZN Mktp US*HE95W40Y3 Amzn.com/bill WA,-35.89,
2023-10-18,Amazon.com*TP8T70YF2 Amzn.com/bill WA,-90.42,
2023-10-19,AMZN Mktp US*TP9EV3QL1 Amzn.com/bill WA,-36.66,
2023-10-19,AMZN Mktp US*SR63T5CS3 Amzn.com/bill WA,-26.05,
2023-10-19,AMZN Mktp US*JN4BJ73A3 Amzn.com/bill WA,-7.70,
2023-10-19,AMZN Mktp US*FN71T53D3 Amzn.com/bill WA,-36.31,
2023-10-20,Amazon.com*TD7AS5NN2 Amzn.com/bill WA,-16.49,
2023-10-20,Amazon.com*9B2AP0683 Amzn.com/bill WA,-50.00,
2023-10-21,Kindle Svcs*T13LO2O33 888-802-3080 WA,-41.31,
2023-10-23,AMZN Mktp US*3E0454EF3 Amzn.com/bill WA,-11.00,
2023-10-23,Amazon.com*MS1Q44HT3 Amzn.com/bill WA,-18.33,
2023-10-23,AMZN Mktp US*1D7QF57G3 Amzn.com/bill WA,-19.81,
2023-10-25,Amazon.com*NF1S12XR3 Amzn.com/bill WA,-24.88,
2023-10-26,Amazon.com*EZ4LV6DK3 Amzn.com/bill WA,-18.43,
2023-10-26,AMZN Mktp US*ZI8HQ1NU3 Amzn.com/bill WA,-17.95,
2023-10-27,Amazon Music*GE9G49XD3 888-802-3080 WA,-18.71,
2023-10-28,AMZN Mktp US*OB7889WE3 Amzn.com/bill WA,-104.04,
2023-10-28,Amazon.com*CK8MY6753 Amzn.com/bill WA,-8.59,
2023-10-29,Amazon.com*ZV8QO98J3 Amzn.com/bill WA,-13.72,
2023-10-29,AMZN Mktp US*9W8C99EU3 Amzn.com/bill WA,-13.20,
2023-10-30,AMZN Mktp US*948CF0V03 Amzn.com/bill WA,-17.18,
2023-10-30,Audible*EU9YT5O53 Amzn.com/bill NJ,-8.75,
2023-10-31,Amazon.com*2Z7YK3T43 Amzn.com/bill WA,-7.67,
2023-11-03,AUTOMATIC PAYMENT - THANK YOU,807.65,
2023-11-03,Amazon.com*374BJ5113 Amzn.com/bill WA,-45.06,
2023-11-04,Amazon.com*GE2C79YL3 Amzn.com/bill WA,-52.85,
2023-11-04,Amazon.com*0B14N4R13 Amzn.com/bill WA,-17.60,
2023-11-04,Amazon.com*EN13L59K3 Amzn.com/bill WA,-52.82,
2023-11-04,Amazon.com*136AG3WZ3 Amzn.com/bill WA,-4.21,
2023-11-05,AMZN Mktp US*FL18F6BP3 Amzn.com/bill WA,-71.40,
