date,description,amount,category
2023-04-06,Amazon.com*HS5JN6XE1 Amzn.com/bill WA,-94.67,
2023-04-06,Amazon.com*HS9VO79H0 Amzn.com/bill WA,-38.52,
2023-04-06,Amazon.com*HS7NH29S0 Amzn.com/bill WA,-26.66,
2023-04-08,AMZN Mktp US*HS5NV07S1 Amzn.com/bill WA,-11.00,
2023-04-08,AMZN Mktp US*HS37F37E1 Amzn.com/bill WA,-16.50,
2023-04-08,AMZN Mktp US*HS2E07SM1 Amzn.com/bill WA,-10.45,
2023-04-08,Amazon.com*HS4VW07S1 Amzn.com/bill WA,-16.34,
2023-04-09,Amazon.com*HS1G91UD1 Amzn.com/bill WA,-178.74,
2023-04-11,Amazon Music*HJ7SD3CT2 888-802-3080 WA,-17.60,
2023-04-15,AMZN Mktp US*HJ16B0DR2 Amzn.com/bill WA,-56.33,
2023-04-16,Amazon.com*HV6K43AJ0 Amzn.com/bill WA,-41.67,
2023-04-20,AMZN Mktp US*HV9T48IV0 Amzn.com/bill WA,-7.70,
2023-04-20,Amazon.com*HV5RP3QN1 Amzn.com/bill WA,-12.73,
2023-04-20,Amazon.com*HV4M39BQ2 Amzn.com/bill WA,-12.06,
2023-04-21,AMZN Mktp US*HV7CF59U1 Amzn.com/bill WA,-32.18,
2023-04-22,Amazon.com*HF9944JD0 Amzn.com/bill WA,-10.45,
2023-04-24,AMZN Mktp US*HF9GU6VY0 Amzn.com/bill WA,-18.71,
2023-04-25,AMZN Mktp US*HF0LM9161 Amzn.com/bill WA,-25.16,
2023-04-25,AMZN Mktp US*HF3NM8J32 Amzn.com/bill WA,-14.96,
2023-04-26,Amazon.com*HF8HV89Z0 Amzn.com/bill WA,-42.70,
2023-04-27,Amazon Music*HF2062HK2 888-802-3080 WA,-17.60,
2023-04-27,Amazon.com*HF2DD1741 Amzn.com/bill WA,-8.36,
2023-04-27,AMZN Mktp US*HF6NR37M1 Amzn.com/bill WA,-55.03,
2023-04-27,AMZN Mktp US*HF2X24D42 Amzn.com/bill WA,-40.72,
2023-04-29,AMZN Mktp US*HM5DN7CJ2 Amzn.com/bill WA,-14.26,
2023-04-29,AMZ*The Washington P help@washpost DC,-4.00,
2023-04-30,Amazon.com*HM5SB24N2 Amzn.com/bill WA,-11.00,
2023-04-30,AMZN Mktp US*HM1TY1TH1 Amzn.com/bill WA,-9.99,
2023-04-30,AMZN Mktp US*HM65H5ZW2 Amzn.com/bill WA,-11.00,
2023-05-01,Amazon.com*HM60C6P42 Amzn.com/bill WA,-8.58,
2023-05-03,AUTOMATIC PAYMENT - THANK YOU,1580.25,
2023-05-03,Amazon.com*178T55XV3 Amzn.com/bill WA,-27.47,
2023-05-03,Amazon.com*YQ73K6KG3 Amzn.com/bill WA,-7.70,
2023-05-03,Amazon.com*E86RB9JG3 Amzn.com/bill WA,-38.59,
2023-05-05,AMZN Mktp US*HU80V1NM0 Amzn.com/bill WA,-110.10,
