date,description,amount,category
2023-07-07,Amazon.com*CQ6VL4O53 Amzn.com/bill WA,-166.67,
2023-07-09,Amazon.com*LX7MH15Q3 Amzn.com/bill WA,-26.66,
2023-07-09,Amazon.com*EE6H01N43 Amzn.com/bill WA,-79.27,
2023-07-10,Amazon.com*5I3A32OX3 Amzn.com/bill WA,-76.74,
2023-07-10,Amazon.com*WD7FT5HG3 Amzn.com/bill WA,-5.04,
2023-07-10,Amazon.com*SF5H56403 Amzn.com/bill WA,-63.82,
2023-07-10,AMZN Mktp US*XT9JR9FC3 Amzn.com/bill WA,-17.60,
2023-07-10,AMZN Mktp US*278ED4V03 Amzn.com/bill WA,-12.76,
2023-07-11,Amazon Tips*RS71D0KZ3 Amzn.com/bill WA,-5.00,
2023-07-11,Amazon Music*PL8TM53B3 888-802-3080 WA,-17.60,
2023-07-11,Amazon.com*A652Z72Y3 Amzn.com/bill WA,-9.79,
2023-07-11,AMZN Mktp US*JH5U13X73 Amzn.com/bill WA,-42.81,
2023-07-12,Amazon.com*P01BE8NP3 Amzn.com/bill WA,-22.28,
2023-07-12,AMZN Mktp US*IJ4XK6D63 Amzn.com/bill WA,-253.57,
2023-07-12,Kindle Svcs*WR6RU4B43 888-802-3080 WA,-1.09,
2023-07-12,Amazon.com*1D33U2ND3 Amzn.com/bill WA,-64.00,
2023-07-13,Amazon.com*XB21X2DI3 Amzn.com/bill WA,-4.39,
2023-07-17,AMZN Mktp US*XV3PO5V03 Amzn.com/bill WA,-37.43,
2023-07-17,Amazon.com*WS04J01W3 Amzn.com/bill WA,-14.83,
2023-07-22,Amazon.com*QT1B09GI3 Amzn.com/bill WA,-20.86,
2023-07-22,AMZ*The Washington P help@washpost DC,-4.00,
2023-07-23,AMZN Mktp US*811FB0D13 Amzn.com/bill WA,-44.03,
2023-07-27,Amazon Music*T66J16K80 888-802-3080 WA,-17.60,
2023-07-28,Amazon.com*T63PE17Z1 Amzn.com/bill WA,-19.48,
2023-07-29,AMZN Mktp US*TH87B9L70 Amzn.com/bill WA,-274.68,
2023-07-30,AMZN Mktp US*TH9F58TT0 Amzn.com/bill WA,-29.78,
2023-07-30,Audible*TH71X5AB0 Amzn.com/bill NJ,-8.75,
2023-07-31,AMZN Mktp US*TH9M10MJ2 Amzn.com/bill WA,-34.10,
2023-07-31,AMZN Mktp US*TH21L5A21 Amzn.com/bill WA,-37.20,
2023-07-31,AMZN Mktp US*TH6KA6XP0 Amzn.com/bill WA,-22.00,
2023-07-31,AMZN Mktp US*TH04A8MB2 Amzn.com/bill WA,-13.21,
2023-07-31,Amazon.com*TH5VN3AI1 Amzn.com/bill WA,-10.29,
2023-07-31,Amazon Groce*TH0RB0E51 Amzn.com/bill WA,-64.25,
2023-08-01,AMZN Mktp US*TH5DD5S62 Amzn.com/bill WA,-44.03,
2023-08-01,Amazon Tips*TH21296V0 Amzn.com/bill WA,-5.00,
2023-08-02,AMZN Mktp US*TH5797WB2 Amzn.com/bill WA,-25.00,
2023-08-03,AUTOMATIC PAYMENT - THANK YOU,2263.53,
2023-08-04,Amazon.com*TH6GE77J1 Amzn.com/bill WA,-39.62,
2023-08-04,AMZN Mktp US*TH4FS67D1 Amzn.com/bill WA,-29.99,
2023-08-04,Amazon.com*TA4YU2420 Amzn.com/bill WA,-9.91,
2023-08-04,AMZN Mktp US*TA52Z7JU2 Amzn.com/bill WA,-17.60,
2023-08-05,AMZN Mktp US*TA1OA23U0 Amzn.com/bill WA,-18.71,
