date,description,amount,category
2024-12-07,AMAZON MKTPL*ZR6VR37U2 Amzn.com/bill WA,-14.02,
2024-12-08,AMAZON MKTPL*ZR8P09R32 Amzn.com/bill WA,-40.76,
2024-12-09,Amazon.com*ZR8JG1980 Amzn.com/bill WA,-33.31,
2024-12-09,AMAZON MKTPL*ZR0X56630 Amzn.com/bill WA,-15.86,
2024-12-09,AMAZON MKTPL*ZR7XU4640 Amzn.com/bill WA,-11.01,
2024-12-09,Amazon.com*ZR5MR6EW1 Amzn.com/bill WA,-31.56,
2024-12-10,AMZN Mktp US*ZR9U438V1 Amzn.com/bill WA,-50.63,
2024-12-10,AMAZON MKTPL*ZR11B2521 Amzn.com/bill WA,-48.47,
2024-12-10,AMAZON MKTPL*ZR5B50B21 Amzn.com/bill WA,-47.40,
2024-12-11,Amazon Music*ZR4OH42E1 888-802-3080 WA,-18.72,
2024-12-12,AMAZON MKTPL*ZX11M5XS0 Amzn.com/bill WA,-11.01,
2024-12-14,AMAZON MKTPL*ZX5PK19L0 Amzn.com/bill WA,-21.98,
2024-12-14,Amazon.com*ZX6OM9RD0 Amzn.com/bill WA,-34.36,
2024-12-14,Amazon.com*Z180K7PN2 Amzn.com/bill WA,-34.36,
2024-12-16,Amazon.com*ZX6Y579X1 Amzn.com/bill WA,-13.64,
2024-12-16,Amazon.com*ZX9HI3ID1 Amzn.com/bill WA,-19.09,
2024-12-20,AMAZON MKTPL*Z91Z96772 Amzn.com/bill WA,-71.51,
2024-12-20,AMZN Mktp US*Z980X3742 Amzn.com/bill WA,-192.95,
2024-12-26,AMAZON MKTPL*Z99MR7UB1 Amzn.com/bill WA,-36.35,
2024-12-26,AMAZON MKTPL*ZE6X66I62 Amzn.com/bill WA,-31.93,
2024-12-27,Amazon Kids+*ZP3NK3OA2 888-802-3080 WA,-6.60,
2024-12-28,Amazon.com*ZE2A134N1 Amzn.com/bill WA,-32.44,
2024-12-28,Amazon.com*ZP82M8AF2 Amzn.com/bill WA,-23.35,
2025-01-02,Amazon.com*ZP22H0EB0 Amzn.com/bill WA,-34.70,
2025-01-03,AUTOMATIC PAYMENT - THANK YOU,3115.92,
2025-01-04,Audible*ZD4EP2X72 Amzn.com/bill NJ,-18.73,
2025-01-04,AMAZON MKTPL*ZP6GD1NQ1 Amzn.com/bill WA,-9.91,
