date,description,amount,category
2025-09-05,Amazon.com*FH6SB38V3 Amzn.com/bill WA,-99.17,
2025-09-06,Amazon.com*PI5RU4TG3 Amzn.com/bill WA,-28.86,
2025-09-08,Amazon.com*ZF6GH6RD3 Amzn.com/bill WA,-5.44,
2025-09-08,AMAZON MKTPL*ZF7WU6W53 Amzn.com/bill WA,-16.85,
2025-09-11,AMAZON MKTPL*B26P337T3 Amzn.com/bill WA,-35.58,
2025-09-13,AMAZON MKTPL*YK84C49E3 Amzn.com/bill WA,-16.52,
2025-09-15,AMAZON MKTPL*JE7PQ1O33 Amzn.com/bill WA,-33.04,
2025-09-17,Amazon.com*NY2DN9JV3 Amzn.com/bill WA,-76.03,
2025-09-17,AMAZON MKTPL*ND2OD2CM3 Amzn.com/bill WA,-65.01,
2025-09-17,Amazon.com*4V1IX08K3 Amzn.com/bill WA,-65.01,
2025-09-17,AMAZON MKTPL*0H3PT1X23 Amzn.com/bill WA,-156.47,
2025-09-18,Amazon.com*9N0F411J3 Amzn.com/bill WA,-25.33,
2025-09-19,AMAZON MKTPL*FP9IM3NB3 Amzn.com/bill WA,-6.93,
2025-09-19,AMAZON MKTPL*EV8FI5E93 Amzn.com/bill WA,-8.29,
2025-09-20,AMAZON MKTPL*HC1FY3CV3 Amzn.com/bill WA,-13.07,
2025-09-29,AMAZON MKTPL*NV0667ZX0 Amzn.com/bill WA,-59.26,
2025-10-01,Amazon.com*NJ5UA7901 Amzn.com/bill WA,-77.13,
2025-10-03,AUTOMATIC PAYMENT - THANK YOU,427.71,
2025-10-03,Amazon.com*NJ1IU2232 Amzn.com/bill WA,-7.33,
2025-10-04,AMAZON MKTPL*NV2W36I70 Amzn.com/bill WA,-51.78,
2025-10-06,Audible*NV21A6BB1 Amzn.com/bill NJ,-6.93,
2025-10-06,Audible*NV8NX08G1 Amzn.com/bill NJ,-10.41,
