date,description,amount,category
2024-07-01,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-4.40,
2024-07-01,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-17.62,
2024-07-04,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-11.01,
2024-07-04,SP GLUCOSEGODDESS 160 West 16th Street NEW YORK 10011 NY USA,-65.00,
2024-07-06,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-3.29,
2024-07-07,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-9.99,
2024-07-07,UBER ONE 1455 MARKET ST 8005928996 94105 CA USA,-9.99,
2024-07-07,"LETSGO NETWORK INCORPO675 Cochrane Drive, East Tower600E MARKAM L3R 0B8 ON",-6.69,
2024-07-11,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-60.59,
2024-07-14,Starlink Internet 1 Rocket Road 3106829683 90250 CA USA,-682.14,
2024-07-26,TAOBAO.COM Canary Wharf 125 LONDON WAE14 5AB ENGGBR,-5.72,
2024-07-27,A MEDIUM CORPORATION 799 MARKET STREET 5TH FL 4155085008 94103 CA USA,-5.00,
2024-07-29,APPLE.COM/BILL ONE APPLE PARK CUPERTINO 95014 CA USA,-11.01,
2024-07-30,Starlink Internet 1 Rocket Road 3106829683 90250 CA USA,-50.00,
2024-07-31,ACH Deposit Internet transfer from account ending in 4983,1352.64,
