date,description,amount,category
2025-09-01,APPLE.COM/BILL ONE APPLE PARK CUPERTINO 95014 CA USA,-6.60,
2025-09-01,RIVIAN 13250 Haggerty Road PLYMOUTH 48170 MI USA (RETURN),100.00,
2025-09-02,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-18.72,
2025-09-07,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-9.99,
2025-09-11,APPLE.COM/BILL ONE APPLE PARK CUPERTINO 95014 CA USA,-42.95,
2025-09-11,APPLE.COM/US ONE APPLE PARK WAY 800-676-2775 95014 CA USA,-384.60,
2025-09-12,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-220.38,
2025-09-19,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-11.01,
2025-09-28,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-42.96,
2025-09-29,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-14.31,
2025-09-30,ACH Deposit Internet transfer from account ending in 4983,658.70,
