date,description,amount,category
2024-04-30,76 - LAKE SAMMAMISH GA6420 E LAKE SAMMAMIS ISSAQUAH 98029 WA USA,-60.00,
2024-04-30,QFC #5824 2902 228TH AVE SE ISSAQUAH 98075 WA USA,-89.97,
2024-04-30,"NUODLE 14603 NE 20th Street, Suite 06-B BELLEVUE 98007 WA USA",-35.40,
2024-04-30,SQ *SOMISOMI 14701 NE 20th St Bellevue 98007 WA USA,-16.71,
2024-04-30,ASIAN FAMILY MARKET BE14515 N E 20TH ST BELLEVUE 98007-5644WA USA,-82.60,
2024-05-01,APPLE.COM/BILL ONE APPLE PARK CUPERTINO 95014 CA USA,-4.40,
2024-05-01,QFC #5824 2902 228TH AVE SE ISSAQUAH 98075 WA USA,-16.47,
2024-05-02,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-17.62,
2024-05-02,PCC - BELLEVUE 11615 NETH ST BELLEVUE 98004 WA USA,-33.87,
2024-05-04,MCDONALDS F13822 1250 HWY 2 LEAVENWORTH 98826 WA USA,-1.40,
2024-05-04,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-11.01,
2024-05-05,TAOBAO.COM Canary Wharf 125 LONDON WAE14 5AB ENGGBR,-18.80,
2024-05-06,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-3.29,
2024-05-07,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-9.99,
2024-05-07,UBER ONE 1455 MARKET ST 8005928996 94105 CA USA,-9.99,
2024-05-08,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-66.11,
2024-05-09,"ParkWhiz, Inc. 208 S Jefferson St Suite 100 Chicago 60661 IL USA",-6.42,
2024-05-11,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-22.03,
2024-05-11,ARENA SPORTS MILL CREE13500 BOTHELL EVERETT HI MILL CREEK 98012 WA USA,-2.21,
2024-05-12,WWW COSTCO COM 999 LAKE DR 800-955-2292 98027 WA USA,-84.06,
2024-05-12,TAOBAO.COM CANARY WHARF LONDON E14 5AA GBR,-4.27,
2024-05-12,TAOBAO.COM CANARY WHARF LONDON E14 5AA GBR,-2.00,
2024-05-12,TAOBAO.COM CANARY WHARF LONDON E14 5AA GBR,-1.85,
2024-05-13,"NUODLE 14603 NE 20th Street, Suite 06-B BELLEVUE 98007 WA USA",-37.75,
2024-05-14,"NUODLE 14603 NE 20th Street, Suite 06-B BELLEVUE 98007 WA USA",-31.54,
2024-05-14,SQ *SOMISOMI 14701 NE 20th St Bellevue 98007 WA USA,-25.06,
2024-05-15,QFC #5840 4570 KLAHANIE DR SE SAMMAMISH 98029 WA USA,-54.04,
2024-05-17,Apple Online Store Cupertino CA,-35.60,
2024-05-17,Apple Online Store Cupertino CA,-110.98,
2024-05-18,SQ *BEACHCOMBER CAFE A1462 EGG AND I RD CHIMACUM 98325 WA USA,-8.00,
2024-05-23,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA (RETURN),8.61,
2024-05-23,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-70.52,
2024-05-27,A MEDIUM CORPORATION 799 MARKET STREET 4155085008 94103 CA USA,-5.00,
2024-05-29,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-11.01,
2024-05-29,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-87.04,
2024-05-31,ACH Deposit Internet transfer from account ending in 4983,1251.45,
