date,description,amount,category
2024-02-29,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-4.39,
2024-02-29,SQ *MONGA CAFE - BELRE14603 NE 20th St 3 Bellevue 98007 WA USA,-25.63,
2024-03-01,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-17.60,
2024-03-01,TRADER JOE S #131 15563 NE 24TH ST BELLEVUE 98007 WA USA,-38.74,
2024-03-02,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-3.29,
2024-03-02,TST* CAFE FLORA 2901 East madison Street Seattle 98112 WA USA,-34.63,
2024-03-02,SHELL OIL10006064017 3100 E MADISON ST SEATTLE 98112 WA USA,-76.05,
2024-03-03,RIVER TRAIL ROASTERS 8397 158TH AVENUE NE # 10 REDMOND 98052 WA USA,-10.65,
2024-03-04,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-11.00,
2024-03-06,TRADER JOE S #160 490 228TH AVE NE SAMMAMISH 98074 WA USA,-23.27,
2024-03-06,TASTE OF XIAN BELLEVU14509 NORTHEAST 20TH STR BELLEVUE 98007 WA USA,-18.71,
2024-03-06,ASIAN FAMILY MARKET BE14515 N E 20TH ST BELLEVUE 98007-5644WA USA,-22.82,
2024-03-07,APPLE.COM/BILL ONE APPLE PARK CUPERTINO 95014 CA USA,-9.99,
2024-03-07,UBER ONE 1455 MARKET ST 8005928996 94105 CA USA,-9.99,
2024-03-08,RIVIAN AUTOMOTIVE 13250 Haggerty Road PLYMOUTH 48170 MI USA,-100.00,
2024-03-08,VICTORS CELTIC COFFEE 7993 GILMAN ST REDMOND 98052-3839WA USA,-7.92,
2024-03-08,76 - LAKE SAMMAMISH GA6420 E LAKE SAMMAMIS ISSAQUAH 98029 WA USA,-76.04,
2024-03-08,TAOBAO.COM Canary Wharf 125 LONDON WAE14 5AB ENGGBR,-7.34,
2024-03-10,SQ *MIDNIGHT COOKIE CO320 Bellevue Square Bellevue 98004 WA USA,-4.00,
2024-03-10,TST* GREAT STATE BURGE575 Bellevue Square Bellevue 98004 WA USA,-49.00,
2024-03-11,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-28.60,
2024-03-11,UBER TRIP 1455 MARKET ST 8005928996 94105 CA USA,-41.57,
2024-03-15,TAOBAO.COM CANARY WHARF LONDON E14 5AA GBR,-9.94,
2024-03-15,BOOKSINC-COMPASS BOOK 780 SOUTH AIRPORT BOULEV SAN FRANCISCO94128 CA,-11.38,
2024-03-15,SQ *MERCHANDISING AMERSan Francisco International Airport San Francisco94128 CA,-19.67,
2024-03-17,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-132.11,
2024-03-19,QFC #5824 2902 228TH AVE SE ISSAQUAH 98075 WA USA,-24.73,
2024-03-20,TST* THE FRENCH BAKERY7330 164TH AVE NE REDMOND 98052 WA USA,-5.44,
2024-03-20,WALGREENS #10553 15585 NE 24TH ST BELLEVUE 98007 WA USA,-34.80,
2024-03-20,BURGER AND KABOB HUT 14603 NE 20TH ST BELLEVUE 98007 WA USA,-21.65,
2024-03-20,SNACK* SOMI SOMI BELLE2021 Fillmore StSte 185 SAN FRANCISCO94115 CA USA,-10.46,
2024-03-21,TRADER JOE S #131 15563 NE 24TH ST BELLEVUE 98007 WA USA,-14.29,
2024-03-22,RIVER TRAIL ROASTERS 8397 158TH AVENUE NE # 10 REDMOND 98052 WA USA,-5.51,
2024-03-22,ASIAN FAMILY MARKET BE14515 N E 20TH ST BELLEVUE 98007-5644WA USA,-45.11,
2024-03-22,"NUODLE 14603 NE 20th Street, Suite 06-B BELLEVUE 98007 WA USA",-60.28,
2024-03-22,SNACK* SOMI SOMI BELLE2021 Fillmore StSte 185 SAN FRANCISCO94115 CA USA,-22.95,
2024-03-22,ROOSTERHAUSRESCUE PO Box 882 FALL CITY 98024 WA USA,-41.21,
2024-03-23,UW PAY BY PHONE 1320 NE CAMPUS PARKWAY SEATTLE 98195 WA USA,-13.00,
2024-03-23,SQ *BZS MINI DONUTS 6516 60th St SE Snohomish 98290 WA USA,-11.50,
2024-03-24,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-71.55,
2024-03-24,QFC #5824 2902 228TH AVE SE ISSAQUAH 98075 WA USA,-83.70,
2024-03-27,A MEDIUM CORPORATION 799 MARKET STREET 4155085008 94103 CA USA,-5.00,
2024-03-28,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-4.39,
2024-03-30,SQ *MUSEUM OF HISTORY 860 TERRY AVE N SEATTLE 98109 WA USA,-6.00,
2024-03-31,ACH Deposit Internet transfer from account ending in 4983,609.24,
