date,description,amount,category
2023-12-31,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-86.95,
2024-01-01,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-66.05,
2024-01-01,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-16.50,
2024-01-01,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-17.60,
2024-01-03,QFC #5824 2902 228TH AVE SE ISSAQUAH 98075 WA USA,-13.98,
2024-01-04,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-11.00,
2024-01-05,UBER EATS 1455 MARKET ST 8005928996 94103 CA USA,-31.35,
2024-01-06,TAOBAO.COM Canary Wharf 125 LONDON WAE14 5AB ENGGBR,-2.72,
2024-01-07,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-9.99,
2024-01-07,UBER ONE 1455 MARKET ST 8005928996 94105 CA USA,-9.99,
2024-01-07,TAOBAO.COM Canary Wharf 125 LONDON WAE14 5AB ENGGBR,-1.50,
2024-01-10,REI.COM 800-426-4840 PO BOX 1938 800-426-4840 98390 WA USA,-55.05,
2024-01-11,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-26.39,
2024-01-13,UBER EATS 1455 MARKET ST 8005928996 94103 CA USA,-40.48,
2024-01-14,REI.COM 800-426-4840 PO BOX 1938 800-426-4840 98390 WA USA,-5.78,
2024-01-18,APPLE.COM/BILL ONE APPLE PARK WAY CUPERTINO 95014 CA USA,-110.09,
2024-01-18,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-66.05,
2024-01-18,"SPARK EDTECH PTE. LTD 60 PAYA LEBAR ROAD,#08-55 PAYA LEBAR SQUARE S",-843.84,
2024-01-19,UBER TRIP 1455 MARKET ST 8005928996 94105 CA USA,-7.12,
2024-01-22,QFC #5824 2902 228TH AVE SE ISSAQUAH 98075 WA USA,-23.04,
2024-01-22,RITE AID 05188 3066 ISSAQUAH PINE LAKE SAMMAMISH 98075 WA USA,-27.00,
2024-01-22,SHELL OIL 57444035406 2936 228TH AVE SE SAMMAMISH 98075 WA USA,-60.00,
2024-01-27,A MEDIUM CORPORATION 799 MARKET STREET 4155085008 94103 CA USA,-5.00,
2024-01-29,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-4.39,
2024-01-31,ACH Deposit Internet transfer from account ending in 4267,909.62,
