date,description,amount,category
2023-02-28,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-6.99,
2023-03-01,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-19.98,
2023-03-04,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-11.00,
2023-03-07,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-2.99,
2023-03-07,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-9.99,
2023-03-08,"PARKWHIZ, INC. 208 S JEFFERSON ST #403 8884727594 60661 IL USA",-6.21,
2023-03-12,WSJ/BARRONS 4300 RTE 1 N 800-568-7625 08852 NJ USA,-38.99,
2023-03-19,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-7.99,
2023-03-19,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-10.99,
2023-03-21,WSJ/BARRONS 4300 RTE 1 N 800-568-7625 08852 NJ USA (RETURN),27.67,
2023-03-23,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-11.99,
2023-03-23,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-9.99,
2023-03-23,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-199.99,
2023-03-27,A MEDIUM CORPORATION 799 MARKET STREET 4155085008 94103 CA USA,-5.00,
2023-03-31,ACH Deposit Internet transfer from account ending in 4267,254.59,
