date,description,amount,category
2025-06-30,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-20.92,
2025-07-07,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-9.99,
2025-07-11,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-44.04,
2025-07-13,QFC #5824 2902 228TH AVE SE ISSAQUAH 98075 WA USA,-54.25,
2025-07-14,QFC #5840 4570 KLAHANIE DR SE SAMMAMISH 98029 WA USA,-54.59,
2025-07-19,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-11.01,
2025-07-22,QFC #5824 2902 228TH AVE SE ISSAQUAH 98075 WA USA,-65.58,
2025-07-24,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-48.47,
2025-07-28,QFC #5824 2902 228TH AVE SE ISSAQUAH 98075 WA USA,-5.99,
2025-07-29,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-11.01,
2025-07-30,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-15.41,
2025-07-31,ACH Deposit Internet transfer from account ending in 4983,437.71,
