date,description,amount,category
2024-09-01,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-48.45,
2024-09-01,STARLINK INTERNET 1 Rocket Road 3106829683 90250 CA USA,-50.00,
2024-09-02,REI.COM 800-426-4840 PO BOX 1938 800-426-4840 98390 WA USA,-99.06,
2024-09-02,REI.COM 800-426-4840 PO BOX 1938 800-426-4840 98390 WA USA,-8.76,
2024-09-04,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-46.24,
2024-09-04,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-110.19,
2024-09-04,APPLE.COM/BILL ONE APPLE PARK CUPERTINO 95014 CA USA,-11.01,
2024-09-06,UBER *EATS 1455 MARKET ST 8005928996 94103 CA USA,-32.23,
2024-09-07,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-9.99,
2024-09-07,UBER *ONE 1455 MARKET ST 8005928996 94105 CA USA,-9.99,
2024-09-13,APPLE.COM/US ONE APPLE PARK WAY CUPERTINO 95014 CA USA,-1431.50,
2024-09-17,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-161.96,
2024-09-20,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-11.01,
2024-09-24,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-71.62,
2024-09-27,A MEDIUM CORPORATION 799 MARKET STREET 5TH FL 4155085008 94103 CA USA,-5.00,
2024-09-29,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-11.01,
2024-09-30,ACH Deposit Internet transfer from account ending in 4983,508.55,
