date,description,amount,category
2023-03-31,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-6.99,
2023-04-02,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-19.98,
2023-04-03,HCS*HIGHLIGHTSFORCHILD1800 Watermark Drive 888-3726433 43215 OH USA,-44.00,
2023-04-04,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-11.00,
2023-04-07,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-2.99,
2023-04-07,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-9.99,
2023-04-19,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-7.99,
2023-04-19,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-10.99,
2023-04-23,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-11.99,
2023-04-23,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-9.99,
2023-04-24,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-1.99,
2023-04-27,A MEDIUM CORPORATION 799 MARKET STREET 4155085008 94103 CA USA,-5.00,
2023-04-30,ACH Deposit Internet transfer from account ending in 4267,405.06,
