date,description,amount,category
2023-10-01,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-3.99,
2023-10-04,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-11.00,
2023-10-05,UBER EATS 1455 MARKET ST 8005928996 94103 CA USA,-23.18,
2023-10-07,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-18.98,
2023-10-07,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-9.99,
2023-10-07,UBER ONE 1455 MARKET ST 8005928996 94105 CA USA,-9.99,
2023-10-12,UBER EATS 1455 MARKET ST 8005928996 94103 CA USA,-23.41,
2023-10-15,Temu.com 251 LITTLE FALLS DRIVE Boston 02116 MA USA,-85.25,
2023-10-18,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-20.99,
2023-10-20,UBER EATS 1455 MARKET ST 8005928996 94103 CA USA,-26.70,
2023-10-21,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-15.99,
2023-10-23,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-9.99,
2023-10-27,A MEDIUM CORPORATION 799 MARKET STREET 4155085008 94103 CA USA,-5.00,
2023-10-31,ACH Deposit Internet transfer from account ending in 4267,252.82,
