date,description,amount,category
2025-06-07,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-9.99,
2025-06-11,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-44.04,
2025-06-13,REG ISSAQUAH 12 1942 940 NE PARK DRIVE ISSAQUAH 98029 WA USA,-29.75,
2025-06-14,"Letsgo Network 675 Cochrane Drive, East Tower, Suite 600 Markham L3R0B8 ON CAN",-6.69,
2025-06-14,"Letsgo Network 675 Cochrane Drive, East Tower, Suite 600 Markham L3R0B8 ON CAN",-6.69,
2025-06-19,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-11.01,
2025-06-20,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-52.86,
2025-06-21,TAOBAO.COM Canary Wharf 125 LONDON WAE14 5AB ENGGBR,-2.02,
2025-06-21,T MOBILE HOTSPOT GMBH FRIEDRICH-EBERT-ALLE BONN 53113 DEUDEU,-21.95,
2025-06-23,TAOBAO.COM Canary Wharf 125 LONDON WAE14 5AB ENGGBR,-17.03,
2025-06-23,TAOBAO.COM Canary Wharf 125 LONDON WAE14 5AB ENGGBR,-1.72,
2025-06-23,TAOBAO.COM Canary Wharf 125 LONDON WAE14 5AB ENGGBR,-8.64,
2025-06-23,TAOBAO.COM Canary Wharf 125 LONDON WAE14 5AB ENGGBR,-0.55,
2025-06-24,HCS*HIGHLIGHTSFORCHIL 1800 Watermark Drive COLUMBUS 43215 OH USA (RETURN),36.70,
2025-06-24,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-38.56,
2025-06-29,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-11.01,
2025-06-30,ACH Deposit Internet transfer from account ending in 4983,326.54,
