date,description,amount,category
2023-11-01,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-3.99,
2023-11-04,MANNING 203-626-1510 20 Baldwin RdPO Box 761 SHELTER ISLAN11964 NY USA,-45.12,
2023-11-04,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-11.00,
2023-11-07,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-18.98,
2023-11-07,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-9.99,
2023-11-07,UBER ONE 1455 MARKET ST 8005928996 94105 CA USA,-9.99,
2023-11-10,LABORATORY CORPORATION358 S MAIN STREET 8002227566 27215 NC USA,-8.54,
2023-11-17,UBER EATS 1455 MARKET ST 8005928996 94103 CA USA,-25.12,
2023-11-18,WNDR MUSEUM 47 West Division StreetSuite 362 CHICAGO 60610 IL USA,-108.15,
2023-11-18,SDOT PAYBYPHONE PARKIN700 5TH AVE SEATTLE 98104 WA USA,-9.38,
2023-11-21,APPLE.COM/US ONE APPLE PARK WAY 800-676-2775 95014 CA USA,-3522.10,
2023-11-21,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-19.99,
2023-11-21,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-110.09,
2023-11-21,SDOT PAYBYPHONE PARKIN700 5TH AVE SEATTLE 98104 WA USA,-1.50,
2023-11-23,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-9.99,
2023-11-23,SP TIMBUK2 DESIGNS 6415 Katella Ave CYPRESS 90630 CA USA,-175.28,
2023-11-24,APPLE.COM/US ONE APPLE PARK WAY 800-676-2775 95014 CA USA,-9.91,
2023-11-27,A MEDIUM CORPORATION 799 MARKET STREET 4155085008 94103 CA USA,-5.00,
2023-11-28,APPLE.COM/US One Apple Park 800-692-7753 95014 CA USA,-3829.28,
2023-11-28,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-15.99,
2023-11-30,ACH Deposit Internet transfer from account ending in 4267,264.46,
