date,description,amount,category
2024-03-30,SDOT PAYBYPHONE PARKIN700 5TH AVE SEATTLE 98104 WA USA,-1.53,
2024-03-30,SDOT PAYBYPHONE PARKIN700 5TH AVE SEATTLE 98104 WA USA,-0.75,
2024-03-30,SDOT PAYBYPHONE PARKIN700 5TH AVE SEATTLE 98104 WA USA,-0.75,
2024-03-31,"SP SLEEPQUEST STORE 985 Industrial Road, Suite 200 SAN CARLOS 94070 CA USA",-105.00,
2024-03-31,METROPOLITAN MARKET 301 228TH AVENUE S E SAMMAMISH 98074 WA USA,-79.90,
2024-04-01,HCS*HIGHLIGHTSFORCHILD1800 Watermark Drive COLUMBUS 43215 OH USA,-44.00,
2024-04-01,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-17.62,
2024-04-04,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-11.01,
2024-04-05,QFC #5824 2902 228TH AVE SE ISSAQUAH 98075 WA USA,-43.50,
2024-04-06,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-9.89,
2024-04-06,RITE AID 05188 3066 ISSAQUAH PINE LAKE SAMMAMISH 98075 WA USA,-116.35,
2024-04-06,RITE AID 05188 3066 ISSAQUAH PINE LAKE SAMMAMISH 98075 WA USA (RETURN),116.35,
2024-04-06,RITE AID 05188 3066 ISSAQUAH PINE LAKE SAMMAMISH 98075 WA USA,-88.00,
2024-04-06,Fjallraven 1900 Taylor Avenue 8559963746 80027 CO USA,-89.26,
2024-04-06,QFC #5824 2902 228TH AVE SE ISSAQUAH 98075 WA USA,-23.57,
2024-04-07,APPLE.COM/BILL ONE APPLE PARK CUPERTINO 95014 CA USA,-9.99,
2024-04-07,UBER ONE 1455 MARKET ST 8005928996 94105 CA USA,-9.99,
2024-04-08,DNPSATKALALOCH RETAIL 154151 US 101 FORKS 98331 WA USA,-16.44,
2024-04-09,SQ *SOMISOMI 14701 NE 20th St Bellevue 98007 WA USA,-22.98,
2024-04-10,PCC - BELLEVUE 11615 NETH ST BELLEVUE 98004 WA USA,-30.57,
2024-04-11,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-22.03,
2024-04-11,PCC - BELLEVUE 11615 NETH ST BELLEVUE 98004 WA USA,-14.96,
2024-04-11,PCC - BELLEVUE 11615 NETH ST BELLEVUE 98004 WA USA,-8.79,
2024-04-11,PCC - BELLEVUE 11615 NETH ST BELLEVUE 98004 WA USA,-10.88,
2024-04-14,SQ *WESTEND TAPROOM TI70 A Street SW FORKS 98331 WA USA,-12.27,
2024-04-14,SQ *WESTEND TAPROOM TI70 A Street SW FORKS 98331 WA USA,-13.11,
2024-04-15,TRADER JOE S #160 490 228TH AVE NE SAMMAMISH 98074 WA USA,-55.35,
2024-04-15,HABIT BURGER GRILL 507620 228TH AVE NE SAMMAMISH 98188 WA USA,-39.69,
2024-04-15,HABIT BURGER GRILL 507620 228TH AVE NE SAMMAMISH 98188 WA USA,-5.26,
2024-04-17,QFC #5824 2902 228TH AVE SE ISSAQUAH 98075 WA USA,-27.57,
2024-04-19,"NUODLE 14603 NE 20th Street, Suite 06-B BELLEVUE 98007 WA USA",-46.43,
2024-04-19,SNACK* SOMI SOMI BELLE2021 Fillmore StSte 185 SAN FRANCISCO94115 CA USA,-15.32,
2024-04-21,SQ *FIDALGO FUDGE CO. 17747 Bradshaw Road Mount Vernon 98273 WA USA,-14.00,
2024-04-21,MAX DALES INC 2030 RIVERSIDE DR MOUNT VERNON 98273-5408WA USA,-35.50,
2024-04-21,IKEA 455117869 9930 FRANKLIN SQUARE DRI BALTIMORE 21236 MD USA,-63.85,
2024-04-22,PCC - BELLEVUE 11615 NETH ST BELLEVUE 98004 WA USA,-36.26,
2024-04-23,TRADER JOE S #160 490 228TH AVE NE SAMMAMISH 98074 WA USA,-40.89,
2024-04-23,TAOBAO.COM CANARY WHARF LONDON E14 5AA GBR,-6.60,
2024-04-27,A MEDIUM CORPORATION 799 MARKET STREET 4155085008 94103 CA USA,-5.00,
2024-04-27,QFC #5824 2902 228TH AVE SE ISSAQUAH 98075 WA USA,-51.86,
2024-04-29,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-11.01,
2024-04-30,ACH Deposit Internet transfer from account ending in 4983,1159.55,
