date,description,amount,category
2023-06-30,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-6.99,
2023-06-30,UBER EATS 1455 MARKET ST 8005928996 94103 CA USA,-35.64,
2023-07-01,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-3.99,
2023-07-01,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-50.98,
2023-07-02,Temu.com 251 LITTLE FALLS DRIVE Boston 02116 MA USA,-13.28,
2023-07-04,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-11.00,
2023-07-07,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-2.99,
2023-07-07,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-9.99,
2023-07-10,UBER EATS 1455 MARKET ST 8005928996 94103 CA USA,-40.39,
2023-07-14,UBER EATS 1455 MARKET ST 8005928996 94103 CA USA,-49.09,
2023-07-19,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-7.99,
2023-07-19,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-10.99,
2023-07-20,UBER EATS 1455 MARKET ST 8005928996 94103 CA USA,-37.03,
2023-07-21,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA (RETURN),7.73,
2023-07-23,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-27.98,
2023-07-23,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-9.99,
2023-07-23,"SP EXPED LLC 1142 Broadway, STE 400 TACOMA 98402 WA USA",-66.01,
2023-07-25,UBER EATS 1455 MARKET ST 8005928996 94103 CA USA,-46.57,
2023-07-27,A MEDIUM CORPORATION 799 MARKET STREET 4155085008 94103 CA USA,-5.00,
2023-07-28,UBER EATS 1455 MARKET ST 8005928996 94103 CA USA,-42.70,
2023-07-31,ACH Deposit Internet transfer from account ending in 4267,522.07,
