date,description,amount,category
2024-02-01,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-22.01,
2024-02-01,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-17.60,
2024-02-03,PAYBYPHONE US-INTERIM 310 MAYNARD AVE S SEATTLE 98104 WA USA,-5.55,
2024-02-03,PAYBYPHONE US-INTERIM 310 MAYNARD AVE S SEATTLE 98104 WA USA,-2.55,
2024-02-04,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-11.00,
2024-02-04,GILTCOM*MMRLRUPQOM 20 CHANNEL CTR 3RD FL 800-789-2233 02210 MA USA,-72.66,
2024-02-04,REI.COM 800-426-4840 PO BOX 1938 800-426-4840 98390 WA USA,-42.94,
2024-02-06,REI #116 ISSAQUAH 735 Northwest Gilman Blvd ISSAQUAH 98027 WA USA (RETURN),55.05,
2024-02-07,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-9.99,
2024-02-07,UBER ONE 1455 MARKET ST 8005928996 94105 CA USA,-9.99,
2024-02-11,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-25.30,
2024-02-14,GILTCOM*MMRRPLSORO 20 CHANNEL CTR 3RD FL 800-789-2233 02210 MA USA,-82.58,
2024-02-17,GILTCOM*MMRMSORULP 20 CHANNEL CTR 3RD FL 800-789-2233 02210 MA USA,-88.07,
2024-02-17,Fjallraven 1900 Taylor Avenue 8559963746 80027 CO USA,-93.59,
2024-02-19,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA,-66.05,
2024-02-22,GILTCOM*MMRLRUPQOM 20 CHANNEL CTR 3RD FL 800-789-2233 02210 MA USA,50.68,
2024-02-27,A MEDIUM CORPORATION 799 MARKET STREET 4155085008 94103 CA USA,-5.00,
2024-02-27,PETCO.COM 6989 10850 VIA FRONTERA SAN DIEGO 92127 CA USA,-52.80,
2024-02-29,ACH Deposit Internet transfer from account ending in 4983,1436.13,
