date,description,amount,category
2025-04-15,2451 GREAT CLIPS KLAHA ISSAQUAH WA,-31.00,
2025-04-16,COSTCO WHSE #0110 ISSAQUAH WA,-34.26,
2025-04-17,CHESS4LIFE 142-52830549 WA,-30.00,
2025-04-18,WA PARKSRESERVATIONSWE OLYMPIA WA,40.00,
2025-04-18,SHELL OIL10015597015 GALES CREEK OR,-66.15,
2025-04-19,CIRCLE K # 09644 FLORENCE OR,-29.08,
2025-04-20,QFC #5824 ISSAQUAH WA,-9.78,
2025-04-21,COSTCO WHSE #0110 ISSAQUAH WA,-32.97,
2025-04-21,COSTCO GAS #0110 ISSAQUAH WA,-69.45,
2025-04-22,PAYMENT THANK YOU,3000.00,
2025-04-23,GILTCOM*MMSOSUMTML GILT.COM MA,-11.18,
2025-04-23,TRADER JOE S #160 SAMMAMISH WA,-39.89,
2025-04-24,WA PARKSRESERVATIONSWE 1223430699htt WA,-86.00,
2025-04-25,SAMMAMISH PLATEAU WATE 425-392-6256 WA,-152.37,
2025-04-26,"Yu Ding, PsyD 4252868200 WA",-800.00,
2025-04-26,FRIENDS OF THE COLUMBI ILWACO WA,-16.46,
2025-04-27,76 - CON 2704890 38 SOUTH BEND WA,-70.01,
2025-04-28,COMCAST CABLE COMM 800-COMCAST WA,-48.35,
2025-04-29,WA PARKSRESERVATIONSWE 347776814http WA,-58.00,
2025-04-29,QFC #5824 ISSAQUAH WA,-54.02,
2025-04-29,D J*WSJ 800-568-7625 NJ,-4.41,
2025-04-30,B&H PHOTO 800-606-6969 800-2215743 NY,-2091.60,
2025-05-01,Law Office of Matthew Mercer Island WA,-1750.00,
2025-05-01,QFC #5824 ISSAQUAH WA,-16.86,
2025-05-01,STARLINK INTERNET 310-6828100 CA,-73.00,
2025-05-02,ISSAQUAH SCHOOL DIST 4 425-837-7000 WA,-22.00,
2025-05-02,76 - SAMMAMISH HIGHLAN SAMMAMISH WA,-40.54,
2025-05-02,WWW.MPB.COM WWW.MPB.COM NY,-296.44,
2025-05-02,SAFEWAY #0555 SAMMAMISH WA,-29.04,
2025-05-03,LIBERTY MARKET OAK HARBOR WA,-40.34,
2025-05-04,VAN LIFE GE 8019401527 UT,-24.31,
2025-05-05,COSTCO WHSE #0110 ISSAQUAH WA,-65.83,
2025-05-06,PAYMENT THANK YOU,6355.12,
2025-05-08,PAYMENT THANK YOU,40.00,
2025-05-08,PAYMENT THANK YOU,1000.00,
2025-05-08,PAYMENT THANK YOU,5000.00,
2025-05-09,Law Office of Matthew Mercer Island WA,-437.50,
2025-05-09,ISSAQUAH SCHOOL DISTRI 425-8375060 WA,-103.25,
2025-05-10,WA PARKSRESERVATIONSWE 1028033319htt WA,-33.00,
2025-05-10,SHELL OIL 57445613102 NORTH BEND WA,-48.33,
2025-05-11,ASIAN FAMILY MARKET BE BELLEVUE WA,-125.23,
2025-05-11,WA PARKSRESERVATIONSWE 2334691009htt WA,-59.00,
2025-05-12,RECREATION.GOV 877-444-6777 NM,-36.50,
2025-05-12,WWW COSTCO COM 800-955-2292 WA,-165.29,
2025-05-13,RECREATION.GOV 877-444-6777 NM,-24.00,
2025-05-13,CTLP*Emerald City Gymn REDMOND WA,-2.00,
2025-05-13,CTLP*Emerald City Gymn REDMOND WA,-2.00,
2025-05-14,THE GARAGE MASSAGE IS ISSAQUAH WA,-10.00,
2025-05-14,QFC #5824 ISSAQUAH WA,-40.90,
2025-05-14,ISSAQUAH SCHOOL DISTRI 425-8375060 WA,-103.25,
2025-05-15,WSDOT-GOODTOGO ONLINE RENTON WA,-6.50,
2025-05-15,VIRGINIA MASON MEDICAL 206-2236601 WA,-64.96,
2025-05-16,Law Office of Matthew Mercer Island WA,175.00,
2025-05-16,QFC #5824 ISSAQUAH WA,-22.10,
2025-05-16,QUICKEN INC 650-250-1900 CA,-79.21,
2025-05-16,BRIGHT HORIZONS BACKUP 877-242-2737 MA,-24.00,
2025-05-16,CHEVRON 0308073 SAMMAMISH WA,-70.71,
2025-05-17,ARAMARK SOL DUC HOT SP PORT ANGELES WA,-38.00,
2025-05-17,ARAMARK SOL DUC HOT SP PORT ANGELES WA,-12.68,
2025-05-17,ARAMARK SOL DUC HOT SP PORT ANGELES WA,-45.61,
2025-05-17,ARAMARK SOL DUC HOT SP PORT ANGELES WA,-10.92,
2025-05-17,SHELL OIL 10007224008 PORT ANGELES WA,-51.29,
2025-05-18,QFC #5824 ISSAQUAH WA,-87.97,
