date,description,amount,category
2022-12-18,VIRGINIA MASON MEDICAL 206-2236601 WA,-20.00,
2022-12-19,PATIENT FINANCIAL SERV 206-2236601 WA,-20.00,
2022-12-19,STATE PARKS - E-PERMIT 360-902-8572 WA,-50.00,
2022-12-19,REI.COM 800-426-4840 800-426-4840 WA,-131.96,
2022-12-20,IC* COSTCO BY IN CAR 888-246-7822 CA,-295.15,
2022-12-20,RITE AID 05188 SAMMAMISH WA,-5.00,
2022-12-20,YU DING PLLC 425-2693277 WA,-20.00,
2022-12-20,QFC #5840 SAMMAMISH WA,-24.04,
2022-12-20,PLATEAU PET SITTERS LL 206-9492819 WA,-250.00,
2022-12-20,CHEVRON 0308073 SAMMAMISH WA,-58.93,
2022-12-20,SQ *MAIL POST PINE LAK Sammamish WA,-133.82,
2022-12-21,WSJ/BARRON'S 800-568-7625 NJ,-4.00,
2022-12-21,RITE AID 05188 SAMMAMISH WA,-44.00,
2022-12-21,QFC #5824 ISSAQUAH WA,-141.75,
2022-12-21,YUXIN SUN HTTPSWWW.YUXI WA,-265.00,
2022-12-21,Google Domains 650-2530000 CA,-65.22,
2022-12-21,BLURB.COM 206-905-3266 WA,-36.97,
2022-12-22,BALANCE PHYSICAL THERA ISSAQUAH WA,-20.00,
2022-12-23,WHOLEFDS RMD 10260 REDMOND WA,-386.69,
2022-12-23,REPUBLIC SERVICES TRAS 866-576-5548 AZ,-155.54,
2022-12-23,GRUBHUBGHPLUS GRUBHUB.COM NY,-10.93,
2022-12-23,WWW.THISTLE.CO THISTLE THISTLE.CO CA,-61.95,
2022-12-25,Google Domains 650-2530000 CA,-65.22,
2022-12-25,COMCAST CABLE COMM 800-COMCAST WA,-178.00,
2022-12-25,Peacock A3F09 Premium 212-6640138 NY,-5.49,
2022-12-26,TRADER JOE'S #138 QPS ISSAQUAH WA,-50.41,
2022-12-26,CHEVRON 0308073 SAMMAMISH WA,-65.16,
2022-12-26,SNO KING ICE SPORTS KIRKLAND WA,-6.00,
2022-12-26,ASIAN FAMILY MARKET BE BELLEVUE WA,-285.39,
2022-12-27,CHEVRON 0308073 SAMMAMISH WA,-39.32,
2022-12-28,Google Domains 650-2530000 CA,-13.04,
2022-12-28,MOOSEJAW 877-666-7352 MI,-351.35,
2022-12-28,ADOBE *800-833-6687 ADOBE.LY/ENUS CA,-9.99,
2022-12-29,THE UPS STORE 3019 425-3919323 WA,-13.92,
2022-12-29,BALANCE PHYSICAL THERA ISSAQUAH WA,-20.00,
2022-12-29,QFC #5840 SAMMAMISH WA,-16.66,
2022-12-29,GOOGLE *FI F5DX97 g.co/helppay# CA,-72.73,
2022-12-30,ACT YMCAOFGREATERSEATT SEATTLE WA,-88.00,
2022-12-30,CENTERED MIND COUNSELI ISSAQUAH WA,-20.00,
2022-12-30,WWW.THISTLE.CO THISTLE THISTLE.CO CA,-88.95,
2022-12-31,ARCTERYX Equipment North Vancouv BC,549.40,
2022-12-31,KQED Public Media 415-5532150 CA,-5.00,
2023-01-01,SNO KING ICE SPORTS KIRKLAND WA,-52.00,
2023-01-01,SAFEWAY #3613 SNOQUALMIE WA,-93.59,
2023-01-01,SAFEWAY FUEL3613 SNOQUALMIE WA,-45.82,
2023-01-01,GOOGLE CLOUD BQ65Q2 650-2530000 CA,-5.21,
2023-01-01,NYTimes*NYTimes disc 800-698-4637 NY,-6.13,
2023-01-02,CCI*CARE.COM 737-2023114 MA,-48.43,
2023-01-02,Netflix.com netflix.com CA,-22.01,
2023-01-02,MOOSEJAW 877-666-7352 MI,-53.94,
2023-01-03,MEL SCIENCE MELSCIENCE.CO DE,-37.92,
2023-01-03,PILATES STUDIO 11 267-6943388 WA,-208.09,
2023-01-04,STATE PARKS DISCOVER P 360-902-8572 WA,-35.00,
2023-01-04,YUXIN SUN HTTPSWWW.YUXI WA,-265.00,
2023-01-04,ENOM.COM ENOM.COM WA,-25.00,
2023-01-05,EB HUSTAA SEATTLE 202 801-413-7200 CA,-45.71,
2023-01-05,BALANCE PHYSICAL THERA ISSAQUAH WA,-20.00,
