date,description,amount,category
2024-09-19,PP*ENDEAVOUR ELEMENTAR ISSAQUAH WA,-18.17,
2024-09-19,MSB ISSAQUAH SCHOOL DI 425-8375060 WA,-23.25,
2024-09-20,SAFEWAY #0555 SAMMAMISH WA,-6.90,
2024-09-21,ASIAN FAMILY MARKET BE BELLEVUE WA,-79.96,
2024-09-22,MSB ISSAQUAH SCHOOL DI 425-8375060 WA,-103.25,
2024-09-22,QFC #5824 ISSAQUAH WA,-31.94,
2024-09-23,QFC #5824 ISSAQUAH WA,-61.11,
2024-09-23,SHELL OIL 57444035406 SAMMAMISH WA,-43.69,
2024-09-25,MSB ISSAQUAH SCHOOL DI 425-8375060 WA,-103.25,
2024-09-25,DELLINO LAW GROUP 206-6596839 WA,-2000.00,
2024-09-26,SHELL OIL 57446226102 ASTORIA OR,-40.00,
2024-09-26,UNDER THE BIG TOP SEASIDE OR,-28.03,
2024-09-27,REI.COM 800-426-4840 800-426-4840 WA,-139.88,
2024-09-27,SHELL OIL 57443146501 MCMINNVILLE OR,-47.34,
2024-09-27,SAFEWAY #2723 TILLAMOOK OR,-32.98,
2024-09-28,OR STATE PARKS 800-5516949 OR,-31.00,
2024-09-30,NEW VISION EYECARE SAMMAMISH WA,-677.20,
2024-09-30,QFC #5824 ISSAQUAH WA,-23.96,
2024-10-02,QFC #5824 ISSAQUAH WA,-15.82,
2024-10-04,WA PARKSRESERVATIONSWE OLYMPIA WA,32.00,
2024-10-05,REMLINGER FARM LLC clover.com WA,-89.10,
2024-10-05,REMLINGER FARM LLC CARNATION WA,-5.99,
2024-10-05,REMLINGER FARM LLC CARNATION WA,-21.19,
2024-10-05,REMLINGER FARM LLC CARNATION WA,-38.56,
2024-10-05,REMLINGER FARM LLC CARNATION WA,-15.11,
2024-10-06,QFC #5840 SAMMAMISH WA,-17.85,
2024-10-06,CHEVRON 0308073 SAMMAMISH WA,-64.79,
2024-10-07,TARGET 00009969 ISSAQUAH WA,-38.59,
2024-10-07,QFC #5840 SAMMAMISH WA,-13.48,
2024-10-08,PAYMENT THANK YOU,11022.18,
2024-10-08,QFC #5824 ISSAQUAH WA,-14.99,
2024-10-08,ACT*SEAYMCA-2063825000 206-3825000 WA,-154.00,
2024-10-09,COMCAST BELLINGHAM 800-266-2278 WA,-105.70,
2024-10-09,SHELL OIL 57444035406 SAMMAMISH WA,-72.51,
2024-10-10,ARAMARK RESERVATIONS W QUINAULT WA,-387.06,
2024-10-11,EVERGREEN VILLAGE M WINTHROP WA,-14.24,
2024-10-11,SHELL OIL 57429649700 EAST WENATCHE WA,-31.18,
2024-10-12,EVERGREEN VILLAGE M WINTHROP WA,-8.67,
2024-10-13,CHEVRON 0096575 MARBLEMOUNT WA,-51.84,
2024-10-13,QFC #5824 ISSAQUAH WA,-70.02,
2024-10-14,QFC #5824 ISSAQUAH WA,-36.72,
2024-10-15,SP GLUCOSEGODDESS HTTPSANTISPIK NY,-58.50,
2024-10-15,REI.COM 800-426-4840 800-426-4840 WA,-104.08,
