date,description,amount,category
2025-10-20,"Yu Ding, PsyD 4252868200 WA",-350.00,
2025-10-20,LEETCODE.COM LEETCODE.COM CA,-35.00,
2025-10-23,ISSAQUAH SCHOOL DISTRI 425-8375060 WA,-103.50,
2025-10-24,CLOUDFLARE CLOUDFLARE.CO CA,-23.06,
2025-10-25,SAMMAMISH PLATEAU WATE 425-392-6256 WA,-152.54,
2025-10-31,WWW COSTCO COM 800-955-2292 WA,-661.19,
2025-10-31,STARLINK INTERNET 310-6828100 CA,-50.00,
2025-11-02,Amazon web services aws.amazon.co WA,-2.23,
2025-11-03,ADVANTAGE PHYSICAL THE 425-883-9631 WA,-10.70,
2025-11-05,eBay O*26-13769-82918 San Jose CA,-88.15,
2025-11-08,ISSAQUAH SCHOOL DISTRI 425-8375060 WA,-103.50,
2025-11-10,PAYMENT THANK YOU,1130.80,
2025-11-11,D J*WSJ 800-568-7625 NJ,-4.41,
2025-11-13,BACKBLAZE INC BACKBLAZE.COM CA,-3.65,
2025-11-13,SQSP* WEBSIT#209145844 SQUARESPACE.C NY,-211.58,
2025-11-14,OPENAI OPENAI.COM CA,-11.02,
2025-11-14,MOI Seattle Seattle WA,-109.26,
2025-11-15,FlexiSpot IRVINE CA,-796.18,
2025-11-15,Garmin 800-5112459 ME,-20.05,
2025-11-16,FlexiSpot IRVINE CA,-70.40,
2025-11-16,VIRGINIA MASON MEDICAL 206-2236601 WA,-19.17,
2025-11-16,VIRGINIA MASON MEDICAL 206-2236601 WA,-30.50,
