date,description,amount,category
2023-01-17,METROPOLITAN MARKET SAMMAMISH WA,-158.20,
2023-01-18,YUXIN SUN HTTPSWWW.YUXI WA,-265.00,
2023-01-19,RITE AID 05188 SAMMAMISH WA,-2.00,
2023-01-19,BALANCE PHYSICAL THERA ISSAQUAH WA,-260.00,
2023-01-20,RITE AID 05188 SAMMAMISH WA,-6.00,
2023-01-20,RITE AID 05188 SAMMAMISH WA,-61.00,
2023-01-20,QFC #5824 ISSAQUAH WA,-41.06,
2023-01-20,WWW.THISTLE.CO THISTLE THISTLE.CO CA,-34.93,
2023-01-21,METROPOLITAN MARKET SAMMAMISH WA,-33.86,
2023-01-21,Express Scripts Phrmcy 877-5034073 MO,-5.83,
2023-01-22,WALGREENS #6357 ISSAQUAH WA,-8.81,
2023-01-22,QFC #5821 ISSAQUAH WA,-99.78,
2023-01-23,GRUBHUBGHPLUS GRUBHUB.COM NY,-10.93,
2023-01-23,ASIAN FAMILY MARKET BE 425-643-8558 WA,-53.32,
2023-01-25,UBER EATS HELP.UBER.COM CA,-32.63,
2023-01-25,COMCAST CABLE COMM 800-COMCAST WA,-178.00,
2023-01-25,Peacock 608C9 Premium 212-6640138 NY,-5.49,
2023-01-25,CHEVRON 0308073 SAMMAMISH WA,-66.34,
2023-01-25,BURGER KING #2382 SAN FRANCISCO CA,-13.61,
2023-01-25,SEA ROAST COFFEE 206-6354912 WA,-9.74,
2023-01-26,WALGREENS #890 SAN FRANCISCO CA,-9.75,
2023-01-26,UBER TRIP HELP.UBER.COM CA,-29.98,
2023-01-26,UBER TRIP HELP.UBER.COM CA,-27.93,
2023-01-27,THE HOME DEPOT #4704 ISSAQUAH WA,-48.41,
2023-01-27,SUNSETNEWSST2620 SAN FRANCISCO CA,-17.48,
2023-01-27,UBER TRIP HELP.UBER.COM CA,-37.98,
2023-01-27,SQ *WE ARE SFC San Francisco CA,-81.16,
2023-01-27,UBER TRIP HELP.UBER.COM CA,-31.97,
2023-01-27,UBER TRIP HELP.UBER.COM CA,-31.99,
2023-01-27,WWW.THISTLE.CO THISTLE THISTLE.CO CA,-61.95,
2023-01-27,Express Scripts Phrmcy 877-5034073 MO,-19.36,
2023-01-28,TUMI STORES INC SAN FRANCISCO CA,-271.56,
2023-01-28,Express Scripts Phrmcy 877-5034073 MO,-3.19,
2023-01-28,ADOBE *800-833-6687 ADOBE.LY/ENUS CA,-9.99,
2023-01-29,NYTimes*NYTimes disc 800-698-4637 NY,-18.39,
2023-01-29,Google FI P5TSvK 650-2530000 CA,-73.29,
2023-01-30,RITE AID 05188 SAMMAMISH WA,-5.00,
2023-01-30,RITE AID 05188 SAMMAMISH WA,-38.00,
2023-01-30,MED*SWEDISH MEDICAL GR 888-294-9333 WA,-20.00,
2023-01-30,Google Domains 650-2530000 CA,-13.04,
2023-01-31,KQED Public Media 415-5532150 CA,-5.00,
2023-01-31,YU DING PLLC ISSAQUAH WA,-672.76,
2023-02-01,QFC #5824 ISSAQUAH WA,-102.88,
2023-02-01,CENTERED MIND COUNSELI ISSAQUAH WA,-504.57,
2023-02-01,GOOGLE CLOUD V6CWJv 650-2530000 CA,-5.25,
2023-02-01,MEL SCIENCE MELSCIENCE.CO DE,-37.92,
2023-02-02,SNOQUALMIE SPRINGS SCH 425-392-1196 WA,-4433.94,
2023-02-02,BALANCE PHYSICAL THERA ISSAQUAH WA,-140.00,
2023-02-02,CCI*CARE.COM 737-2023114 MA,-48.43,
2023-02-02,Netflix.com netflix.com CA,-22.01,
2023-02-02,Google Domains 650-2530000 CA,-13.04,
2023-02-02,PILATES STUDIO 11 267-6943388 WA,-208.09,
2023-02-03,RITE AID 05188 SAMMAMISH WA,-84.00,
2023-02-03,UBER EATS HELP.UBER.COM CA,-43.63,
2023-02-03,WWW.THISTLE.CO THISTLE THISTLE.CO CA,-129.95,
2023-02-04,ASIAN FAMILY MARKET BE 4256438558 WA,-50.92,
2023-02-04,NYTimes*NYTimes 800-698-4637 NY,-17.00,
2023-02-04,JetBrains Americas INC 165-05772345 CA,-6.50,
2023-02-06,RING MONTHLY HTTPSRING.COM CA,-8.79,
2023-02-06,TRADER JOE S #160 SAMMAMISH WA,-77.93,
2023-02-06,DOCNETWORK INC 734-619-8300 MI,-300.00,
2023-02-06,DOCNETWORK INC 734-619-8300 MI,-250.00,
2023-02-06,DOCNETWORK INC 734-619-8300 MI,-50.00,
2023-02-06,DOCNETWORK INC 734-619-8300 MI,-50.00,
2023-02-07,QFC #5840 SAMMAMISH WA,-122.85,
2023-02-07,MED*SWEDISH MEDICAL GR RENTON WA,-20.00,
2023-02-08,PAYMENT THANK YOU,16823.68,
2023-02-08,RITE AID 05188 SAMMAMISH WA,-43.00,
2023-02-08,STATE FARM INSURANCE 800-956-6310 IL,-90.00,
2023-02-09,BALANCE PHYSICAL THERA ISSAQUAH WA,-140.00,
2023-02-09,MED*SWEDISH MEDICAL GR 888-294-9333 WA,-20.00,
2023-02-10,CHATGPT SUBSCRIPTION OPENAI.COM CA,-22.02,
2023-02-10,WWW.THISTLE.CO THISTLE THISTLE.CO CA,-129.95,
2023-02-11,IMPARK00250101U BELLEVUE WA,-2.00,
2023-02-11,RITE AID 05188 SAMMAMISH WA,-19.00,
2023-02-13,UBER EATS HELP.UBER.COM CA,-35.96,
2023-02-13,MED*SWEDISH MEDICAL GR RENTON WA,-20.00,
2023-02-13,ARCADIA HTTPSWWW.ARCA DC,-235.89,
2023-02-13,SAMHARRIS.ORG 718-313-3586 CA,-7.99,
2023-02-13,SDOT PAYBYPHONE PARKIN 206-684-5260 WA,-0.70,
2023-02-13,CENTURY THEATRES 1118 BELLEVUE WA,-10.30,
2023-02-14,ACT*SEAYMCA-2063825000 206-3825000 WA,-272.00,
2023-02-14,CAMPNAB SUBSCRIPTION VANCOUVER BC,-10.00,
2023-02-14,Google Storage 650-2530000 CA,-1.08,
2023-02-14,BACKBLAZE.COM HTTPSWWW.BACK CA,-3.24,
2023-02-14,FRGN TRANS FEE-CAMPNAB SUBSCRIPTION VA,-0.10,
2023-02-15,WSJ/BARRON'S 800-568-7625 NJ,-4.00,
2023-02-15,MED*SWEDISH MEDICAL GR 888-294-9333 WA,-20.00,
2023-02-15,ACT*SEAYMCA-2063825000 206-3825000 WA,-272.00,
2023-02-15,ACT*SEAYMCA-2063825000 206-3825000 WA,-352.00,
2023-02-15,YUXIN SUN HTTPSWWW.YUXI WA,-265.00,
