date,description,amount,category
2025-06-18,PAYMENT THANK YOU,1259.44,
2025-06-18,PAYMENT THANK YOU,1259.44,
2025-06-18,ISSAQUAH SCHOOL DISTRI 425-8375060 WA,-103.25,
2025-06-18,PAYMENT REVERSAL,-1259.44,
2025-06-20,LEETCODE.COM LEETCODE.COM CA,-35.00,
2025-06-21,TAOBAO 408-7855580 CA,-9.62,
2025-06-23,TAOBAO 408-7855580 CA,-5.60,
2025-06-23,TAOBAO 408-7855580 CA,-15.73,
2025-06-23,TAOBAO 408-7855580 CA,-15.73,
2025-06-23,TAOBAO 408-7855580 CA,-7.94,
2025-06-24,ENTOURAGE YEARBOOKS 609-4522665 NJ,-45.00,
2025-06-24,D J*WSJ 800-568-7625 NJ,-4.41,
2025-06-25,SAMMAMISH PLATEAU WATE 425-392-6256 WA,-151.82,
2025-06-26,YELL ROOSEVELT LODGE D 8882972757 CO,-149.91,
2025-06-28,ALP*Taobao Shanghai CN,-5.39,
2025-06-28,COMCAST / XFINITY 800-266-2278 WA,-48.35,
2025-06-29,ALP*Taobao Shanghai CN,-0.53,
2025-06-29,ALP*Taobao Shanghai CN,-3.13,
2025-06-30,ALP*Taobao Shanghai CN,-5.51,
2025-06-30,ALP*Taobao Shanghai CN,-6.40,
2025-06-30,ALP*Taobao Shanghai CN,-5.85,
2025-06-30,ALP*Taobao Shanghai CN,-8.31,
2025-07-01,STARLINK INTERNET 310-6828100 CA,-50.00,
2025-07-02,"Yu Ding, PsyD 4252868200 WA",-800.00,
2025-07-02,ALP*Taobao Shanghai CN,-8.24,
2025-07-03,ALP*Taobao Shanghai CN,-18.46,
2025-07-04,ALP*Taobao Shanghai CN,-13.68,
2025-07-04,ALP*Taobao Shanghai CN,-1.86,
2025-07-04,ALP*Taobao Shanghai CN,-4.43,
2025-07-04,ALP*Taobao Shanghai CN,-7.66,
2025-07-04,ALP*Taobao Shanghai CN,-0.49,
2025-07-04,ALP*Taobao Shanghai CN,-1.00,
2025-07-05,ALP*Shenzhen Metro Shenzhen CN,-0.34,
2025-07-05,ALP*Taobao Shanghai CN,-1.80,
2025-07-05,WEIXIN*Shenzhen Kuaiwe Shenzhen CN,-2.25,
2025-07-06,WEIXIN Lefu Shopping ShenZhen CN,-18.09,
2025-07-07,WEIXIN Happy Valley ShenZhen CN,-27.64,
2025-07-07,ALP*Taobao Shanghai CN,-1.86,
2025-07-08,ALP*Taobao Shanghai CN,-94.30,
2025-07-09,ALP*Taobao Shanghai CN,-4.15,
2025-07-10,ALP*Taobao Shanghai CN,-20.53,
2025-07-11,ALP*Taobao Shanghai CN,20.52,
2025-07-12,SP OPENROAD4WD.COM OPENROAD4WD.C AL,-399.99,
2025-07-13,Amazon web services aws.amazon.co WA,-2.23,
2025-07-14,ASIAN FAMILY MARKET BE 425-643-8558 WA,-50.10,
2025-07-14,MED*MULTICARE HEALTH S 800-919-1936 WA,-24.30,
2025-07-17,COSTCO WHSE #0110 ISSAQUAH WA,-56.73,
