date,description,amount,category
2024-08-18,TRADER JOE S #160 SAMMAMISH WA,-43.78,
2024-08-19,QFC #5840 SAMMAMISH WA,-14.56,
2024-08-19,2451 GREAT CLIPS KLAHA ISSAQUAH WA,-31.00,
2024-08-20,RECREATION.GOV 877-444-6777 NM,-20.00,
2024-08-22,QFC #5824 ISSAQUAH WA,-82.16,
2024-08-22,VIRGINIA MASON MEDICAL 206-2236601 WA,-36.77,
2024-08-23,MED*EVERGREENHEALTH 425-899-1000 WA,-41.59,
2024-08-25,QFC #5824 ISSAQUAH WA,-9.48,
2024-08-25,THE HOME DEPOT #4704 ISSAQUAH WA,-57.31,
2024-08-25,SHELL OIL 57444035406 SAMMAMISH WA,-68.06,
2024-08-25,TRADER JOE S #160 SAMMAMISH WA,-37.96,
2024-08-26,RECREATION.GOV 877-444-6777 NM,-68.00,
2024-08-26,B&H PHOTO 800-606-6969 800-2215743 NY,-709.58,
2024-08-27,SQ *WOODS COFFEE - HOT Bellevue WA,-4.62,
2024-08-28,RECREATION.GOV ALBUQUERQUE NM,10.00,
2024-08-28,THE ECONOMIST 442-075-7685 NY,-126.07,
2024-08-28,COMCAST CABLE COMM 800-COMCAST WA,-45.35,
2024-08-30,B&H PHOTO 800-606-6969 800-2215743 NY,-6659.33,
2024-08-30,ARCO#83956EMANUEL INC FIFE WA,-27.74,
2024-08-30,JAVA CLAY CAFE GIG HARBOR WA,-4.26,
2024-09-02,QFC #5824 ISSAQUAH WA,-54.16,
2024-09-03,PROV FR CR THE ECONOMIST # 1111,126.07,
2024-09-04,W8TECH* 775-450-4856 NV,-180.76,
2024-09-04,W8TECH* 775-450-4856 NV,-109.38,
2024-09-04,ALPHAGVRD INC HTTPSALPHAGVR CA,-48.48,
2024-09-04,ASIAN FAMILY MARKET BE 425-643-8558 WA,-53.15,
2024-09-05,ALL CLIMATE HEATING AN REDMOND WA,-191.75,
2024-09-05,RITE AID 05188 SAMMAMISH WA,-28.00,
2024-09-05,PETCO.COM 6989 858-453-7845 CA,-83.42,
2024-09-05,DELLINO LAW GROUP 206-6596839 WA,-1086.00,
2024-09-05,QFC #5824 ISSAQUAH WA,-74.72,
2024-09-05,KQED Public Media 415-5532150 CA,-5.00,
2024-09-08,D J*WSJ 800-568-7625 NJ,-42.97,
2024-09-08,PP*MUKILTEO LIGHTHOUSE MUKILTEO WA,-30.00,
2024-09-08,CHEVRON 0308073 SAMMAMISH WA,-77.70,
2024-09-09,PAYMENT THANK YOU,5452.13,
2024-09-09,"NEMO EQUIPMENT, INC. 800-9979301 NH",-33.08,
2024-09-10,ACT*SEAYMCA-2063825000 206-3825000 WA,-154.00,
2024-09-10,ANKER US HTTPSUS.ANKER WA,-49.57,
2024-09-12,PY*ASHA MADHAVAN DDS 425-409-3189 WA,-11.00,
2024-09-12,WA PARKSRESERVATIONSWE 2586722413htt WA,-72.00,
2024-09-12,REI #116 ISSAQUAH ISSAQUAH WA,-18.76,
2024-09-13,QFC #5840 SAMMAMISH WA,-18.36,
2024-09-13,"OTTER PRODUCTS, LLC 185-568-8726 CO",-54.83,
2024-09-13,WA PARKSRESERVATIONSWE 3583840092htt WA,-58.00,
2024-09-15,ASIAN FAMILY MARKET BE BELLEVUE WA,-117.77,
2024-09-15,QFC #5824 ISSAQUAH WA,-6.44,
2024-09-15,76 - LAKE SAMMAMISH GA ISSAQUAH WA,-69.58,
2024-09-15,GLUCOSEGODDESS HTTPSANTISPIK NY,-58.50,
2024-09-15,TRADER JOE S #160 SAMMAMISH WA,-63.76,
2024-09-17,PETCO.COM 6989 858-453-7845 CA,-83.42,
