date,description,amount,category
2025-02-21,WELCOME TO LV @MANDA 9 LAS VEGAS NV,-23.78,
2025-02-21,SHELL OIL 93004128980 LAS VEGAS NV,-41.93,
2025-02-21,FSP*MASTERPARK LOT C SEATAC WA,-84.29,
2025-02-23,ASIAN FAMILY MARKET BE BELLEVUE WA,-44.75,
2025-02-27,COSTCO WHSE #0110 ISSAQUAH WA,-109.03,
2025-02-27,CHEVRON 0308073 SAMMAMISH WA,-77.93,
2025-02-27,2451 GREAT CLIPS KLAHA ISSAQUAH WA,-31.00,
2025-02-28,COMCAST CABLE COMM 800-COMCAST WA,-48.35,
2025-03-01,QFC #5824 ISSAQUAH WA,-20.06,
2025-03-01,OUR FAMILY WIZARD 186-675-5999 MN,-330.58,
2025-03-01,STARLINK INTERNET 310-6828100 CA,-50.00,
2025-03-02,"Yu Ding, PsyD 4252868200 WA",-600.00,
2025-03-02,FANDANGO * FANDANGO.COM CA,-46.95,
2025-03-03,LOY*WHIDBEYHEALTH 360-678-7656 WA,-131.13,
2025-03-04,D J*WSJ 800-568-7625 NJ,-4.41,
2025-03-05,PAYMENT THANK YOU,10961.96,
2025-03-05,ALL CLIMATE HEATING AN REDMOND WA,-759.28,
2025-03-05,QFC #5824 ISSAQUAH WA,-23.03,
2025-03-06,MSB ISSAQUAH SCHOOL DI 425-8375060 WA,-103.25,
2025-03-08,ASIAN FAMILY MARKET BE BELLEVUE WA,-31.59,
2025-03-09,FANDANGO * FANDANGO.COM CA,-48.64,
2025-03-10,CHESS4LIFE CHESS4LIFE.CO WA,-850.00,
2025-03-10,WA PARKSRESERVATIONSWE 2495154770htt WA,-28.00,
2025-03-11,TRADER JOE S #160 SAMMAMISH WA,-24.63,
2025-03-12,COSTCO WHSE #0110 ISSAQUAH WA,-92.99,
2025-03-14,QFC #5824 ISSAQUAH WA,-16.01,
2025-03-15,PAYMENT THANK YOU,1965.82,
2025-03-15,76 - SAMMAMISH HIGHLAN SAMMAMISH WA,-73.03,
2025-03-15,TRADER JOE S #160 SAMMAMISH WA,-37.10,
2025-03-17,COSTCO WHSE #0110 ISSAQUAH WA,-30.97,
2025-03-17,DELLINO LAW GROUP 206-6596839 WA,-851.23,
