date,description,amount,category
2024-03-18,REPUBLIC SERVICES TRAS 866-576-5548 AZ,-190.83,
2024-03-19,Hulu 877-8244858 CA HULU.COM/BILL CA,-19.81,
2024-03-20,AIRBNB HMMBEXXPHB 415-800-5959 CA,3222.02,
2024-03-23,GRUBHUBGHPLUS GRUBHUB.COM NY,-10.94,
2024-03-23,ERIN D THERAPY ERINDTHERAPY. WA,-180.00,
2024-03-24,D J*WALL-ST-JOURNAL 800-568-7625 NJ,-2.20,
2024-03-24,APPLE.COM/BILL 866-712-7753 CA,-14.30,
2024-03-24,NYTimes*NYTimes 800-698-4637 NY,-25.54,
2024-03-25,Peacock X8746 Premium 212-6640138 NY,-6.59,
2024-03-26,APPLE.COM/BILL 866-712-7753 CA,-2.19,
2024-03-28,ZOOM.US 888-799-9666 WWW.ZOOM.US CA,-17.61,
2024-03-30,NYTimes*NYTimes 800-698-4637 NY,-20.00,
2024-03-31,KQED Public Media 415-5532150 CA,-5.00,
2024-04-02,NBX*ZCO WILMINGTON DE,280.00,
2024-04-03,APPLE.COM/BILL 866-712-7753 CA,-20.90,
2024-04-03,SPOTIFY 877-778-1161 NY,-12.11,
2024-04-05,WWW.SAMHARRIS.ORG HTTPSWWW.SAMH CA,-7.99,
2024-04-07,APPLE.COM/BILL 800-275-2273 CA,-17.62,
2024-04-08,APPLE.COM/BILL 866-712-7753 CA,-2.99,
2024-04-11,ERIN D THERAPY ERINDTHERAPY. WA,-180.00,
2024-04-13,AIRBNB HM5QFYCTKH AIRBNB.COM CA,-238.33,
2024-04-15,Disney Plus 888-9057888 CA,-15.43,
