date,description,amount,category
2023-06-15,PLATEAU PET SITTERS LL 206-9492819 WA,530.00,
2023-06-16,CHEVRON 0308073 SAMMAMISH WA,-88.59,
2023-06-16,WWW.DERMSTORE.COM WILMINGTON DE,-78.62,
2023-06-16,ASIAN FAMILY MARKET BE 4256438558 WA,-51.51,
2023-06-17,GOOGLE *Domains g.co/helppay# CA,-13.04,
2023-06-17,STATE FARM INSURANCE 800-956-6310 IL,-90.00,
2023-06-17,ERIN D THERAPY ERINDTHERAPY. WA,-175.00,
2023-06-18,QFC #5840 SAMMAMISH WA,-192.83,
2023-06-18,REPUBLIC SERVICES TRAS 866-576-5548 AZ,-163.39,
2023-06-18,NYTimes*NYTimes disc 800-698-4637 NY,-18.39,
2023-06-18,Garmin 800-5112459 KS,-16.46,
2023-06-19,SQ *HARVOLD BERRY F CARNATION WA,-14.00,
2023-06-19,Peacock X1419 Premium 212-6640138 NY,-5.49,
2023-06-20,QFC #5824 ISSAQUAH WA,-3.25,
2023-06-20,QFC #5824 ISSAQUAH WA,-13.20,
2023-06-20,CALYPSA LLC 347-897-9299 FL,-135.31,
2023-06-21,QFC #5824 ISSAQUAH WA,-33.58,
2023-06-21,HANNA ANDERSSON HQ 503-2420920 OR,-144.01,
2023-06-21,APRIA 866-505-6365 CA,-23.88,
2023-06-21,SEAYMCA CAMP 206382500 206-3825009 WA,-100.00,
2023-06-22,RITE AID 05188 SAMMAMISH WA,-10.00,
2023-06-23,QFC #5824 ISSAQUAH WA,-19.44,
2023-06-23,YUXIN SUN HTTPSWWW.YUXI WA,-265.00,
2023-06-23,GRUBHUBGHPLUS GRUBHUB.COM NY,-10.94,
2023-06-24,NYTimes*NYTimes 800-698-4637 NY,-20.00,
2023-06-25,IC* INSTACART HTTPSINSTACAR CA,-131.66,
2023-06-25,COMCAST CABLE COMM 800-COMCAST WA,-183.86,
2023-06-25,Peacock X6320 Premium 212-6640138 NY,-5.49,
2023-06-28,PCC - BELLEVUE BELLEVUE WA,-95.60,
2023-06-28,ACT*SEAYMCA-2063825000 206-3825000 WA,-238.00,
2023-06-28,ACT*SEAYMCA-2063825000 206-3825000 WA,-272.00,
2023-06-29,UBER TRIP HELP.UBER.COM CA,-13.99,
2023-06-30,THE HOME DEPOT #4704 ISSAQUAH WA,-8.74,
2023-07-01,SMALL THREADS FOR KIDS ISSAQUAH WA,-79.19,
2023-07-01,PCC - ISSAQUAH ISSAQUAH WA,-190.63,
2023-07-01,COIN-O-MATIC VENDING WOODINVILLE WA,-2.10,
2023-07-01,HIPCAMP BOOKING HTTPSWWW.HIPC CA,-59.00,
2023-07-01,GOOGLE *Domains g.co/helppay# CA,-26.09,
2023-07-01,ERIN D THERAPY ERINDTHERAPY. WA,-175.00,
2023-07-01,UBER TRIP HELP.UBER.COM CA,-86.26,
2023-07-02,TRADER JOE S #160 SAMMAMISH WA,-69.24,
2023-07-02,REI #116 ISSAQUAH ISSAQUAH WA,-62.00,
2023-07-03,COOLIBAR 800-9266509 MN,-233.68,
2023-07-03,REI.COM 800-426-4840 800-426-4840 WA,-132.11,
2023-07-04,WALGREENS #11214 OAK HARBOR WA,-15.73,
2023-07-04,REI.COM 800-426-4840 800-426-4840 WA,-26.30,
2023-07-04,REI.COM 800-426-4840 800-426-4840 WA,-19.15,
2023-07-04,HANNA ANDERSSON HQ 503-2420920 OR,-436.49,
2023-07-05,QFC #5824 ISSAQUAH WA,-52.56,
2023-07-05,CHEVRON 0308073 SAMMAMISH WA,-74.25,
2023-07-05,WWW.SAMHARRIS.ORG HTTPSWWW.SAMH CA,-7.99,
2023-07-05,TM *TICKETMASTER 206-628-0888 CA,-233.00,
2023-07-06,PCC - BELLEVUE BELLEVUE WA,-133.94,
2023-07-06,CARILLON POINT PARKING KIRKLAND WA,-6.00,
2023-07-07,CAMPNAB.COM VANCOUVER BC,-2.34,
2023-07-07,WA PARKSRESERVATIONSWE JENNIFER.HYLA WA,-45.00,
2023-07-07,RECREATION.GOV 877-444-6777 NM,-20.00,
2023-07-07,YUXIN SUN HTTPSWWW.YUXI WA,-265.00,
2023-07-07,FRGN TRANS FEE-CAMPNAB.COM VA,-0.02,
2023-07-08,COSTCO *ANNUAL RENEWAL 800-774-2678 WA,-60.00,
2023-07-08,LS PACIFIC NORTHWEST 360-2409500 WA,-9.21,
2023-07-08,LS PACIFIC NORTHWEST 360-2409500 WA,-7.00,
