date,description,amount,category
2023-02-16,RITE AID 05188 SAMMAMISH WA,-8.03,
2023-02-16,QFC #5824 ISSAQUAH WA,-127.56,
2023-02-16,VESTA *AT&T PREPAID 866-608-3007 OR,-44.99,
2023-02-16,FACTS TUITION AND FEES 402-4661063 NE,-100.00,
2023-02-16,FACTS TUITION AND FEES 402-4661063 NE,-100.00,
2023-02-17,Google Domains 650-2530000 CA,-13.04,
2023-02-17,WWW.THISTLE.CO THISTLE THISTLE.CO CA,-61.95,
2023-02-19,VILLAGE BOOKS AND PAPE BELLINGHAM WA,-55.00,
2023-02-19,Express Scripts Phrmcy 877-5034073 MO,-5.83,
2023-02-20,PAYPAL *KIDSTUMBLEG 402-935-7733 CA,-376.00,
2023-02-20,ASIAN FAMILY MARKET BE 4256438558 WA,-63.40,
2023-02-21,KING CO LIB SYSTEM 425-369-3480 WA,-9.40,
2023-02-21,Google Domains 650-2530000 CA,-13.04,
2023-02-22,ASIAN FAMILY MARKET BE 4256438558 WA,-46.95,
2023-02-23,ASIAN FAMILY MARKET BE 425-643-8558 WA,19.99,
2023-02-23,GRUBHUBGHPLUS GRUBHUB.COM NY,-10.93,
2023-02-24,IC* INSTACART 888-246-7822 CA,-148.87,
2023-02-24,UBER EATS HELP.UBER.COM CA,-37.75,
2023-02-24,ASIAN FAMILY MARKET BE 4256438558 WA,-61.90,
2023-02-24,WWW.THISTLE.CO THISTLE THISTLE.CO CA,-61.95,
2023-02-25,IMPARK00250101U BELLEVUE WA,-2.00,
2023-02-25,SMARTSAKER HTTPSWWW.SMAR DE,-59.99,
2023-02-25,MASSAGEBOOK WWW.VE.MASSAG SC,-95.00,
2023-02-25,COMCAST CABLE COMM 800-COMCAST WA,-183.94,
2023-02-25,Peacock E7C79 Premium 212-6640138 NY,-5.49,
2023-02-26,MED*SWEDISH MEDICAL GR 888-294-9333 WA,-585.88,
2023-02-26,NYTimes*NYTimes disc 800-698-4637 NY,-18.39,
2023-02-26,Express Scripts Phrmcy 877-5034073 MO,-19.36,
2023-02-26,Express Scripts Phrmcy 877-5034073 MO,-3.19,
2023-02-28,YU DING PLLC ISSAQUAH WA,-168.19,
2023-02-28,KQED Public Media 415-5532150 CA,-5.00,
2023-02-28,CHEVRON 0308073 SAMMAMISH WA,-46.83,
2023-02-28,ADOBE *800-833-6687 ADOBE.LY/ENUS CA,-9.99,
2023-03-01,YUXIN SUN HTTPSWWW.YUXI WA,-265.00,
